n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??GC?E???_??A?_?K???G???C???@????W???@????A?G??A????@?????O????A?????G?????O?????o?????W?????C??????_?????A?C????C??????C?G????E??????@_??????G???????_?_????B???????B???????@????????O???????A?@??????G????????o????????O????????G?C??????A?????????O????????@??_??????A?????????A?????????@??????????O?G???????A??????????W??????????W??????????O??????????G?C????????A?@?????????O??????????@??_????????E???????????B???????????@????????????O?G?????????E????????????K????????????O????????????O?G??????????G?C??????????A?????????????G?????????????_?_??????????@?????????????@??????????????_?_???????????G?G???????????@??????????????C?C????????????G?G????????????G??????????????B???????????????o??????????????A???????????????G?_?????????????o???????????????G???????????????C?_??????????????o???????????????E????????????????K????????????????G????????????????KG???????????????B?????????????????W????????????????@W,v|eMID`GH_a@E@A?`_GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??G?G??K?C??B?@???W?G??@??_??F?@???B?@???@o?_???G?G???B?@????K?C????[?G????K?G????C?C????B?@?????[?G?????o?_????@o@??????w@??????K?_?????B?G??????]@???????O[??????@wG???????]W,4,4
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@?G??W???@_???B????A????@?????O????A?????G?_???O?????o?????G?????A??????O?????@??????A??????E??????B???????_??????C?G?????W???????_???????_???????O?_?????K???????@_???????E????????K????????G????????C????????@?@???????G?????????_????????@?@???????@?????????@_?????????G?????????@??????????C??????????G?G????????G??????????C??????????B???????????K???????????_??????????@?@?????????@_???????????_???????????G???????????@?@??????????K????????????W????????????K????????????E????????????@?????????????G?????????????_?_??????????@?@???????????@_?????????????O?????????????K??????????????_?????????????A??????????????C?G????????????C?G????????????A???????????????_??????????????K???????????????G???????????????W@??????????????O???????????????K???????????????B????????????????E????????????????W????????????????a????????????????oG???????????????E?????????????????o????????????????AW,v|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?F?G?G?_?o@??o@??W?_?C?G?@_@??E?C??K?G??G?G??M?C??@_@???G?G??@o?_??@?@???B?@???@o?_???K?G???@?@????K?C????[?G????K?G????C?C????B_@?????K?W?????_?_????B_@?????@?B?????@w?_?????E?W??????_T??????E?C??????N?G??????Aow,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_????C?????O?????_@????_?????o?????K?????@??????C??????G?G????G??????C??????@?@?????W??????@_??????A???????A?@?????@_???????O???????A????????G?C??????O????????o????????G????????A?@???????o????????@?????????A?????????A?@???????@??????????O?????????A?@????????G??????????o??????????W??????????G??????????A?@?????????O?G????????@???????????A???????????A?@?????????B????????????W???????????A????????????G?C??????????W????????????O????????????G????????????A?@???????????O?????????????_????????????@?@???????????B??????????????_?????????????G?????????????@?@????????????C?C????????????K??????????????C??????????????E???????????????o??????????????E???????????????G???????????????W???????????????W???????????????A????????????????oG??????????????C????????????????W????????????????W????????????????W????????????????E?????????????????R????????????????F?,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??W?G??W?G??K?C??A?@???w?G??@_?_??A?@???F?@???@_?_???[?G???@?@????K?C????W?G????W?G????M?C????@_@?????G?G????@o?_????@_B?????@?@?????@o?_?????M?W??????oD??????B_C??????BoG???????kw,4,4
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??GC?E???_??A?_?K???G???C???@????W???@????A?G??A????@?????O????A?????G?_???O?????o?????W?????C??????_?????A?C????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_???????G?G?????@????????K????????G????????G?G??????C????????@?????????G?G???????_????????@?????????@?@????????_?????????W?????????@_?????????C??????????G?G????????G?G????????C??????????@?@?????????W???????????o??????????@???????????@?@??????????o???????????G???????????@????????????C?C??????????G????????????C????????????A?C???????????_????????????C?????????????O?_???????????_@????????????_?????????????O?_???????????C?????????????@_?????????????B??????????????E??????????????A??????????????@?C?????????????o??????????????@???????????????C?_?????????????K???????????????G???????????????E????????????????_???????????????C@???????????????O????????????????oG???????????????W????????????????C_???????????????B_????????????????Ao,v|eMID`GH_a@E@A?`_GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??G?G??M?C??@_@???G?G??@o?_??@_@???@o@????O?_???K?G???@_@????F?C????E?G????C?G????F?C?????o@?????C?G?????w?_?????wB??????OD??????W?_?????E?G??????{@???????_[??????B_G??????@eW,4,4
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??GC?E???_??A?_?K???G???C???@????W???@????A?G??A????@?????O????A?????G?_???O?????o?????W?????C??????_?????A?C????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_???????G?G?????@????????K????????G????????G?G??????C????????@?????????G?G???????_????????@?????????@?@????????_?????????W?????????@_?????????C??????????G?G????????G?G????????C??????????@?@?????????W???????????o??????????@???????????@?@??????????o???????????G???????????@????????????C?C??????????G????????????C????????????A?C???????????_????????????C?????????????O?_???????????_?????????????o?????????????G?????????????E??????????????W?????????????@_?????????????@??????????????@?G????????????@_??????????????K??????????????@???????????????E?_?????????????G???????????????G@??????????????C?_?????????????@_???????????????C????????????????OC???????????????_G???????????????_G???????????????GC???????????????@_????????????????CW,v|eMID`GH_a@E@A?`_GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??G?G??M?C??@_@???G?G??@o?_??@_@???@o@????O?_???K?G???@_@????F?C????E?G????C?G????F?C?????oB?????C?G?????w?_?????w@??????W@??????K?_?????B_G??????K@???????kC???????]G???????Fw,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??GC?E???_??A?_?K???G???C???@????W???@????A?G??A????@?????O????A?????G?_???O?????o?????W?????C??????_?????A?C????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_???????G???????@????????K????????G????????G?G??????C????????@?????????G?G???????_????????@?????????@?@????????_?????????W?????????B??????????K??????????O??????????O?G????????G?C????????A???????????O?G????????B???????????B???????????A???????????@??_?????????W???????????A????????????G????????????O????????????O?G??????????G????????????@?????????????G?G???????????_????????????@?????????????@?@????????????_?_???????????K??????????????_?????????????E??????????????K??????????????E??????????????B???????????????O??????????????A?G?????????????W???????????????G???????????????K@??????????????C???????????????@????????????????G@???????????????_C??????????????@?G??????????????@?G???????????????a????????????????K@????????????????W_,v|eMID`GH_a@E@A?`_GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??G?G??M?C??@_@???G?G??@_?_??B?@???B?@???@o?_???G?G???B?@????K?C????[?G????K?G????C?C????B_@?????K?W?????_?_????B?@?????B_@??????w?_?????C@w?????@_P??????E?C??????N?G??????Aow,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@????A?G??E????A?????_@???C?????O?????_?????_?????W?????C??????_?????A??????C??????C?G????A???????o??????C???????O?_????@_??????@_???????_???????G?G?????@????????K????????W????????O????????G?C??????B?????????O????????@??_??????A?@???????A?????????@??_???????O?????????A??????????K??????????O??????????O??????????G?C????????A???????????O??????????@??_????????A???????????@????????????_?_?????????K???????????@_???????????E????????????C????????????K????????????B?????????????_????????????C?G???????????W?????????????o?????????????O?????????????G?_???????????A??????????????W?????????????@??????????????A?G????????????A?G????????????@?C?????????????O??????????????A?G?????????????G???????????????O@??????????????W???????????????K???????????????@????????????????A@???????????????GC???????????????W????????????????K????????????????B?????????????????K?????????????????w,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?G?G?B_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B?@????G?C????w?G????O?G????]?C????@?B?????[?G?????o?_????@o@??????o@??????]?_?????@?W??????[@???????gK???????wG???????\W,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@????A?G??E????A?????_@???C?????O?????_?????_?????W?????C??????_?????A?C????C??????C??????A???????o??????C???????O?_????@_??????@_???????_???????G?G?????@?@??????K????????G????????G?G??????K????????B?????????O????????@??_??????A?@???????A?????????@??_???????O?????????A??????????C??????????G??????????G?G????????C??????????@???????????G???????????_???????????_???????????_@??????????W???????????E????????????o???????????B????????????B????????????B????????????@_????????????W????????????B?????????????C?????????????G@????????????G?????????????C?????????????@??????????????G@?????????????_?????????????@??????????????@???????????????_C?????????????G@?????????????@_??????????????E???????????????K???????????????E???????????????B????????????????o???????????????@????????????????CC???????????????GG???????????????K????????????????A?????????????????p????????????????@o,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@o@??O?_?K?G?@_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B_@???@?@???@o?_???K?G???@_@????E?C????G?G????]?G????A?K????@o@?????E?G?????[?_?????O@??????w@??????K@_?????B?G??????Y@???????[C???????[G???????Jw,4,4
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@????A?G??E????A?????_@???C?????O?????_?????_?????W?????C??????_?????A??????C??????C?G????A???????o??????C???????O?_????@_??????@_???????_???????G?G?????@????????K????????W????????O????????G?C??????B?????????O????????@??_??????A?@???????A?????????@??_???????O?????????A??????????K??????????O??????????O??????????G?C????????A???????????O??????????@??_????????A???????????@????????????_?_?????????K???????????@_???????????E????????????C????????????K????????????B?????????????_????????????C?G???????????W?????????????o?????????????O?????????????G?_???????????A??????????????W?????????????@??????????????A?G????????????A?G????????????@???????????????W??????????????@???????????????C?_?????????????K???????????????K???????????????A????????????????W???????????????A????????????????KC???????????????G????????????????GG???????????????EC???????????????@_????????????????DG,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?G?G?B_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B?@????G?C????w?G????O?W????]?C????@?B?????[?G?????o?_????@o@??????o@??????[?_?????B?G??????T@???????MC???????MG???????Fw,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@????A?G??E????A?????_@???C?????O?????_?????_?????W?????C??????_?????A??????C??????C??????A???????o??????C???????O?_????@_??????@_???????_???????G?G?????@????????K????????W????????W????????K????????B?????????O????????@??_??????A?@???????A?????????@??_???????O?????????A??????????K??????????O??????????O??????????G?C????????A???????????O??????????@???????????A???????????@????????????_?_?????????K???????????@_???????????E????????????C????????????K????????????B?????????????o????????????E?????????????W?????????????o?????????????O?????????????G?_???????????A??????????????W?????????????@??????????????A?G????????????A?G????????????@???????????????O@?????????????A???????????????G?_?????????????O@??????????????W???????????????K???????????????@????????????????E????????????????K????????????????C????????????????CG???????????????BC????????????????o????????????????BG,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?K?G?@_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B?@????K?C????W?G????O?G????]?C????@?B?????[?G?????o?_????@o@??????o@??????[?_?????B_G??????L@???????MC???????MG???????Fw,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@_???B????A????@?C???O????A?????G?????O?????W?????G?????A??????O?????@??????A??????B??????@???????O@?????E???????W???????_???????_@??????O???????K???????@_???????E????????K????????G????????C?C??????@?@???????G?????????_????????@?????????@??????????o?????????G?????????@??????????C?C????????G??????????G??????????C???????????_??????????C?G?????????o??????????@_??????????@_???????????o???????????C???????????@_???????????B????????????E????????????E????????????B?????????????O????????????A?G???????????G?????????????O?????????????W?????????????G?????????????A?G????????????O@????????????@??????????????A??????????????A?G????????????@?C?????????????W??????????????B???????????????K???????????????G???????????????E???????????????B????????????????G???????????????@@???????????????C????????????????KG???????????????K????????????????B?????????????????W?????????????????w,v|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@?@???B_@????o?_???K?G???@?@????N?C????C?W????K?G????E?C????@_@?????M?G?????W?_?????w@??????W@??????L?_??????wG??????B@???????MC???????MW???????Fg,0,0
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@_???B????A????@?C???O????A?????G?????O?????W?????G?????A??????O?????@??????A??????B??????@???????O@?????E???????W???????_???????_@??????O???????K???????@_???????E????????K????????G????????C?C??????@?????????G?????????_?_??????@?????????@??????????o?????????G?????????@??????????C?C????????G??????????G??????????C??????????@_??????????G???????????_?_????????@_??????????@_???????????o???????????C???????????@_???????????B????????????E????????????E????????????A?????????????_@???????????C?G???????????O?????????????_@????????????_?????????????W?????????????C??????????????_@????????????A?C????????????C??????????????C??????????????A?C?????????????O??????????????A?G?????????????K???????????????W???????????????G???????????????B????????????????o???????????????B????????????????E????????????????E????????????????E????????????????@C????????????????P????????????????BG,v|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@?@???B_@????o?_???K?G???@?@????M?C????K?G????G?G????M?C????@_@?????M?G?????W?_?????w@??????W@??????K?_?????BoG??????CB???????wC???????wW???????]g,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@_???B????A????@?C???O????A?????G?????O?????W?????G?????A??????O?????@??????A??????B??????@???????O@?????E???????W???????_???????_@??????O???????K???????@_???????E????????K????????G????????C?C??????@?@???????G?????????_?_??????@?????????@??????????o?????????G?????????@??????????C?C????????G??????????G??????????C???????????_??????????C?G?????????W???????????o???????????_???????????O?_?????????C???????????@_???????????B????????????E????????????E????????????B?????????????O????????????A?G???????????G?????????????O?????????????W?????????????G?????????????A?G????????????O@????????????@??????????????A??????????????A?G????????????@?C?????????????W??????????????B???????????????K???????????????G???????????????E???????????????B????????????????G???????????????@@???????????????CC???????????????K????????????????K????????????????B?????????????????K?????????????????w,v|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@?@???B_@????o?_???K?G???@?@????N?C????C?W????M?G????B?C?????o@?????E?G?????W?_?????w@??????W@??????L?_??????wG??????B@???????MC???????MG???????Fw,4,5
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@_???B????A????@?C???O????A?????G?????O?????W?????G?????A??????O?????@??????A??????B??????@???????O@?????E???????W???????_???????_@??????O???????K???????@_???????E????????K????????G????????C?C??????@?????????G?????????_?_??????@?????????@??????????o?????????G?????????@??????????C?C????????G??????????G??????????C??????????@_??????????G???????????_?_????????@_??????????@_???????????_???????????G?G?????????@????????????K????????????K????????????K????????????E????????????@_????????????C?????????????O?????????????_@????????????_@????????????O?????????????E??????????????_?????????????A?C????????????C?G????????????C??????????????A?C?????????????o??????????????C???????????????O?_?????????????W???????????????W???????????????C????????????????o???????????????B????????????????C????????????????K????????????????E????????????????B?????????????????X????????????????B_,v|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@?@???B_@????o?_???K?G???@?@????M?C????K?W????G?G????M?C????@_@?????K?G?????o?_????@_@?????@o@??????[?_?????AoG??????C@???????{C???????[W???????Ng,4,4
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C?_?@????W???@????A?G??E????A?????_@???C?????O?????_?????_?????W?????C??????_?????A?C????C??????C??????A???????o??????C???????O?_????@_??????@_???????_???????G?G?????@?@??????K????????G????????G?G??????K????????B?????????O????????@??_??????A?????????A?????????@??_???????O?????????A??????????C??????????G??????????G?G????????C??????????@???????????G???????????_??????????@_??????????@????????????_?_?????????K???????????@_???????????E????????????K????????????E????????????B?????????????o????????????E?????????????W?????????????O?????????????O?????????????G?_???????????A?G????????????O?????????????@??????????????A?G????????????A??????????????@???????????????O@?????????????B???????????????G???????????????O@??????????????K???????????????E????????????????o???????????????E????????????????K????????????????GG???????????????K????????????????B?????????????????S?????????????????w,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@o@??O?_?K?G?@_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B_@???@?@???@o?_???K?G???@_@????E?C????G?G????[?G????E?K????@?@?????[?G?????o?_????@o@??????_@??????w?_?????E?W??????w@??????@WC???????aw??????@{G,4,5
106,~?@isP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@_???B????A????@?C???O????E?????W?????_?????_@????O?????C??????_@????A??????C??????C??????B???????_??????C???????O???????_???????o???????O???????C?G??????o???????B????????E????????C????????A?C???????_????????K?????????o????????@_????????@??????????_?_???????G?????????@??????????C?C????????G??????????G??????????C??????????@_??????????G???????????_??????????@?@?????????@????????????_???????????K???????????@????????????C?C??????????K????????????K????????????E????????????@_????????????C?????????????o?????????????o?????????????o?????????????W?????????????A??????????????O?????????????@?C????????????A??????????????A?G????????????@_??????????????O??????????????A???????????????G?_?????????????O@??????????????W???????????????K???????????????@_???????????????E????????????????GC???????????????o????????????????K????????????????A?????????????????h????????????????@o,v|eMID@WH_a@E@B?__GK@?oC@?GB?G@?C?o@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@?@???[?G???o?_??@_@???@_@????o?_???K?G???@?@????M?C????K?W????G?G????M?C????@_@?????G?G????@o?_????@_B?????@_@??????o?_?????M?G??????k@???????_[??????BoG???????mW,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_G?O??C@?@_??C???G@??G???K???A????O???@????A????A?G??@?????O????A?????K?????O?????O?????G?????E??????o?????A??????C?G????C??????A?C????@_??????K???????_??????@?@?????@???????@_???????W???????A????????G?C??????O????????O????????G????????A?@???????O????????@?????????A?@???????A?????????@_?????????O?????????A??????????G?C????????O??????????W??????????K??????????A???????????O?G????????@???????????A?@?????????E???????????@_???????????O???????????A?@??????????G????????????o????????????W????????????G????????????A?@???????????O????????????@??_??????????B?????????????@??????????????_?_???????????G?G???????????@??????????????E??????????????G??????????????G?G????????????C?C????????????@?@?????????????K???????????????O???????????????_@??????????????_@??????????????K???????????????B????????????????G????????????????GC???????????????OG???????????????OG???????????????E?????????????????o?????????????????w,v|eMID@WH?e@E@A?`_GK@?oC@_G@?G@_C?W@?A?G?W?_?o@??o@??O?_?K?G?@_@??E?C??K?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@_?_???W?G???B?@????K?C????[?G????K?G????E?C????@?@?????W?G????@o?_????@_@?????@_@??????w?_?????E?G??????{@???????wK???????bg??????@{G,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G@??K???A????O???@????A????A?G??B?????_????C?G???O????@_?????_?????O?????C?????@_?????E??????G??????G?G????C??????@?@?????G???????o??????@???????@????????_?_?????W???????B????????G????????O?G??????O????????G????????A?????????O?G??????@_????????A?????????A?@???????@??????????o?????????A??????????G??????????O?G????????O??????????K??????????B???????????O??????????@??_????????A???????????A?@?????????@??_?????????W???????????A????????????G?C??????????O?G??????????o????????????K????????????A?????????????O?G??????????@?????????????A?????????????B??????????????O?????????????C?G????????????_?????????????@??????????????A??????????????A?G????????????@?C?????????????W??????????????B???????????????G???????????????W@??????????????K???????????????E???????????????@_???????????????A????????????????GC???????????????OG???????????????S????????????????A?????????????????p????????????????@o,v|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?O?_@_@?@_@??o?_?G?G?B_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@_?_???W?G???B?@????M?C????M?G????E?G????B?C?????o@?????F?G?????K?_?????W@??????W@??????K?_?????BoG??????EB???????WC???????{G???????Mw,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G@??K???A????O???@????A????A?G??B?????_????C?G???O????@_?????_?????O?????C?????@_?????E??????G??????G?G????C??????@?@?????G???????o??????@???????@????????_?_?????W???????B????????G????????O?G??????O????????G????????A?????????O?G??????@_????????A?????????A?@???????@??????????o?????????A??????????G??????????O?G????????O??????????K??????????B???????????O??????????@??_????????A???????????A?@?????????@??_?????????W???????????A????????????G????????????O?G??????????o????????????K????????????A?????????????O?G??????????@?????????????A?????????????B??????????????O?????????????C?G????????????_?????????????E??????????????C??????????????C?G????????????A?C?????????????_@?????????????E???????????????W???????????????_???????????????o@??????????????K???????????????A????????????????O@??????????????@?C???????????????_G???????????????_G???????????????O????????????????D@????????????????Go,v|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?O?_@_@?@_@??o?_?G?G?B_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@_?_???W?G???B?@????M?C????M?G????E?G????A?C????@_@?????K?G?????w?_?????o@??????o@??????W?_?????E?G??????{@???????o[??????@bG??????@{G,0,0
106,~?@isP@@?OC?O`?@?@_?O?A@?W??_??_??O??C??@_??C???G???G???C???@????G@??@_???B????B????@?????O@???A?????W?????o?????_?????O?_???K??????_?????A??????C??????C??????A???????o??????C???????O???????_???????_???????O???????C?G??????_@??????E????????K????????K????????E????????@?????????G?G???????_????????B?????????B?????????@_?????????O?????????A?@????????C??????????G?G????????G??????????C??????????@???????????G?G?????????o??????????@???????????@????????????_?_?????????G???????????@????????????E????????????E????????????E????????????B?????????????O????????????A?G???????????G?_???????????o?????????????W?????????????K?????????????A??????????????O@????????????@?C????????????A??????????????A??????????????@?C?????????????G??????????????@???????????????C?_?????????????G@??????????????G???????????????B????????????????o???????????????B????????????????K????????????????E????????????????E????????????????@C????????????????P????????????????BG,v|eMID@WH?e@C@E?`_GG@@_CB?GA?GB?C?_@?M?G?O?_@o@??_@??o?_?K?G?@_@??C?C??[?G??K?G??C?C??B?@???W?G??@??_??F?@???B_@????o?_???K?G???@_@????E?C????M?G????E?G????A?C????@o@?????E?G?????O?_????@w@??????WB??????K?_?????B?G??????]@???????OK??????@wG???????VW,4,5
106,~?@isP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A?_?C???K???C???@?G??W???@????A?G??E????A?????_????C?????W?????_?????_@????O?????C??????_?????A?C????C??????C??????A?C????@_??????K???????_??????@?@?????@????????o???????G???????@?@??????K????????G????????G?G??????K????????@?????????G?????????_????????@?????????@_?????????_?????????G?G???????@?@????????C??????????G?G????????G?G????????C??????????@???????????G?G????????@_??????????B???????????B???????????@????????????O?G?????????A????????????C????????????G?G??????????C????????????A?C??????????@_????????????C?????????????O?????????????_@????????????_?????????????O?_???????????E??????????????o?????????????@_?????????????@??????????????@?G?????????????_C?????????????W??????????????@_??????????????A???????????????C@??????????????C???????????????A?_??????????????_G??????????????A????????????????GC???????????????OG???????????????OG???????????????K?????????????????o?????????????????w,v|eMID@WH_a@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??K?G??E?C??@?@???[?G???o?_??@_@???@o@????O?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????G?G????@w?_?????wB??????OD??????[?_?????B?G??????[@???????wC???????qG???????Fw,4,4
106,~?@isP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@?G??W???@????A?G??E????A?????_@???C?????O?????_?????_?????o?????C??????_?????A?C????C??????C??????A???????o??????C???????O?_????@_??????@_???????_???????G?G?????@?@??????K????????G????????G?G??????K????????B?????????O????????@??_??????A?@???????A?????????@??????????O?????????A??????????C??????????G?G????????G?G????????C??????????@???????????G???????????_???????????_???????????_@??????????o???????????K???????????@_???????????E????????????A????????????A?G??????????B?????????????o????????????E?????????????W?????????????O?????????????O@????????????G?????????????A??????????????W??????????????_?????????????@?G????????????@???????????????_??????????????G@?????????????@?G?????????????E???????????????K???????????????K???????????????A?_??????????????o???????????????E????????????????C????????????????GG???????????????GG???????????????AC????????????????`????????????????EG,v|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?w?_?_@?@o@??O?_?K?G?@_@??C?C??[?G??K?G??C?C??B?@???W?G??@_?_??B_@???@o@????O?_???K?G???@_@????E?C????G?G????]?G????A?K????@_@?????K?G?????o?_????@w@??????OB??????[?_?????B?G??????Y@???????[C???????YG???????Fw,4,5
106,~?@isP@@?OC?O`?@?@_?O?A@?W??_??_G?O??C??@_??C???G???G???C???@????G????_???@?G??B????@?????O????A?G???W?????o?????_?????O?_???K?????@_?????C??????G?G????G??????C?C????@???????W???????_??????@???????@????????_???????G???????@?@??????C????????G????????G????????C?C??????@_????????G?????????_????????@?@???????B?????????@_?????????W?????????A??????????G?C????????W??????????W??????????K??????????@???????????G?G?????????_??????????B???????????@????????????_???????????G?G?????????@????????????C????????????G????????????G?G??????????C?C??????????@?????????????G?G???????????o????????????@?????????????@_?????????????o?????????????E??????????????o?????????????A??????????????C?G????????????B???????????????_??????????????G@?????????????@???????????????K???????????????G???????????????G@??????????????C?_?????????????@????????????????K????????????????OC???????????????o????????????????_????????????????WC???????????????@a????????????????J?,v|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?M?G?O?_@_@?@_@??o?_?G?G?B_@??C?C??W?G??[?G??C?C??B?@???W?G??@??_??F?@???B?@???@_?_???[?G???@?@????M?C????G?G????W?G????M?C????@?B?????[?G?????o?_????@?@?????B_@??????{?_?????A?w??????w@??????@@K??????E_G??????@wW,4,4
106,~?@isP@@?OC?O`?@?@_?O?A@?W??_??_??O??C??@_??C???G???G???C???@????G@??@_???A????A?G??B?????_????C?????O?_??@_????@_?????_?????G?G???B??????C??????G??????G?G????C??????@???????G??????@_??????@???????@????????_???????G???????@????????C?C??????G?G??????W????????C????????@?@???????W????????@_????????A?????????A?@???????@??_???????o?????????E??????????W??????????_??????????_?G????????G??????????A?@?????????O?G????????@???????????A???????????A???????????@????????????G???????????@?@??????????C????????????G????????????G????????????E?????????????O????????????A?G???????????W?????????????o?????????????o?????????????W?????????????B??????????????W?????????????@_?????????????A??????????????B?G?????????????_??????????????G@?????????????@???????????????C???????????????G@??????????????G@??????????????C???????????????@?G??????????????I????????????????K????????????????W????????????????E????????????????@_????????????????H????????????????@g,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@o?_@?@?B_@??_?_?[?G?@?@??K?C??W?G??O?G??W?C??F?@???O?G??B??_??E?@???C?@???F??_???w?G???B_@????C?C????W?G????W?G????K?C????A?@?????{?G?????o@_????@_@?????@_@??????a?_?????^?G??????[A???????oC??????@kG???????Mw,4,5
