n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G@??K???A????O???@?C??E????C????A?C??@_????G?????_????@?????B??????_?????G?????@??????K??????G??????G??????C?C????@???????G???????_??????B???????B???????@????????O?G?????A?@??????W????????o????????_????????O????????C?@??????@_????????A?????????C?@???????K?????????E?????????@??????????G??????????_?C???????@???????????_??????????O?C????????C???????????_??????????E???????????C???????????C???????????A??_?????????_???????????C?@??????????O????????????_?G?????????@_????????????W????????????E?????????????W????????????@_????????????A?????????????B?????????????@_?????????????G?????????????@?@????????????E??????????????C??????????????C??????????????A?C?????????????_@?????????????C?G?????????????O???????????????_??????????????@_???????????????W???????????????A????????????????O@??????????????@?C??????????????E?????????????????oG???????????????WO???????????????C_????????????????oG,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??K?C??W?G??O?G??W?C??E?@???o?G??B??_??E?@???E?@???B??_???_?G???M?@????O?K???@o?G????_?W????w?C????E?@?????o?G????B_?_????B?@?????B_@??????o?_?????K?G?????@S@???????wK???????pg???????}G,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O@??@????A????A?G??B?????_????C?????O????@_????@_?????_?????G?????@??????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@????????O?G?????A????????W????????o????????_????????O?C??????C?@???????o????????B?????????A?????????A?????????@??????????O?????????E??????????K??????????O??????????O??????????G??????????A???????????G???????????_?_????????@???????????@?@?????????@_???????????W???????????B????????????G????????????O?G??????????O?G??????????G?C??????????E?????????????o????????????B?????????????E?????????????B??????????????_?????????????G?????????????@??????????????C?C????????????G??????????????A?G????????????@???????????????O??????????????A???????????????K???????????????GB??????????????W???????????????K???????????????@_???????????????E????????????????W????????????????o????????????????CG???????????????A?????????????????p????????????????Ao,v|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??C?C??B_@???G?G??@_?_??B?@???B?@???@o?_???K?G???@_@????E?C????K?G????K?G????E?C????@o@?????E?G?????W?_?????o@??????{@??????E@_?????@_G??????M@???????[C???????Ww???????ZG,0,0
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G???K???A????O???@?C??E????C????A?C??@_????G?????_????@?@???B?????@_?????O?????A??????G??????o??????O??????G??????A?@?????O??????@???????A?@?????E???????@????????O???????A????????G?C??????o????????o????????O????????C?@???????_?G??????E?????????C?????????C?@???????E??????????_?????????C??????????O?C???????@_?????????@_??????????O??????????C???????????_??????????A???????????A???????????A?@?????????@??_?????????O???????????A????????????G?C??????????o????????????O????????????G????????????A?@???????????O?G??????????B?????????????E?????????????E?????????????B??????????????G?????????????@?@????????????K??????????????G??????????????K??????????????E???????????????O??????????????A?G?????????????G???????????????O???????????????W@??????????????C???????????????@_???????????????K????????????????W????????????????W????????????????Y????????????????B?????????????????W????????????????@W,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@_?_B?@?A?@?B_?_?O?G?F?@??G?C??o?G??o?G??W?C??F?@???O?G??B??_??E?@???E?@???B??_???o?G???F?@????M?C????G?G????W?G????K?C????B?@?????[?G?????_@_????B_@?????@_@??????o?_?????K_G?????@w@??????@_W??????BgG???????]W,4,4
106,~?@isP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C???K???C???@????G@??@_???A????A?G??B?????_????C?G???o????@_????@??????_?????G?????B??????C??????G??????G?G????C??????@???????G???????_??????@???????@?@??????_???????W???????B????????G????????O?G??????O?G??????W????????A?????????O?G??????B?????????E?????????E?????????B??????????W?????????A??????????G??????????O??????????O??????????C??????????@?@?????????G?G?????????_??????????@???????????@????????????_???????????G???????????@?@??????????C????????????W????????????W????????????K????????????B?????????????C?????????????O?_??????????@_????????????@_?????????????o?????????????K??????????????o?????????????A??????????????C?G????????????C??????????????A???????????????o@?????????????A???????????????G???????????????O???????????????O@??????????????K???????????????@????????????????K????????????????s????????????????W????????????????W????????????????F?????????????????a????????????????DG,v|eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??K?C??W?G??O?G??[?C??A?B???w?G??@??_??E?@???E?@???B??_???w?G???B_@????C?C????W?G????W?G????K?C????A_@?????M?G?????O@_????@_@?????@_@??????q?_?????N?G??????WE??????@_C??????BgG???????[w,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G???G???K???A????O???@?C??E????C????A?C???_????C?????O?_??@_????@_?????_?????G?????@??????K??????G??????G??????C??????@???????G?G????@_??????@???????@????????_???????G?G?????B????????K????????O????????O?G??????G?C??????E?????????o????????B?????????A?????????A?????????@??_???????o?????????E??????????G??????????O??????????O??????????G??????????@???????????G?G?????????_??????????@???????????@?@?????????@_???????????G???????????@????????????C?C??????????G?G??????????W????????????K????????????B?????????????W?????????????o????????????@_?????????????_?????????????O?_???????????C?G???????????@_?????????????@??????????????A?G????????????A??????????????@???????????????O@?????????????A?G?????????????G???????????????O@??????????????G???????????????E????????????????o???????????????E????????????????E????????????????E????????????????E????????????????@C????????????????W????????????????@W,v|eMID@WH?e@C@E?`?GW@@_CB?GA?GB?C?_@?K?G?o?_@?@?B_@??_?_?W?G?B?@??K?C??W?G??[?G??C?C??B?@???W?G??@_?_??B?@???B?@???@o?_???K?G???@_@????E?C????K?G????M?G????A?C????@o@?????E?G?????W?_?????o@??????w@??????K@_?????B?G??????]@???????OK??????@wG???????ZW,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G???G???K???A????O???@?C??E????C????A?C???_????C?????O?_??@_????@_?????_?????G?????@??????K??????G??????G??????C??????@???????G?G????@_??????@???????@????????_???????G?G?????B????????K????????O????????O?G??????G?C??????E?????????o????????A?????????C?@???????C?????????A??????????_?G???????K??????????o??????????_??????????_??????????O??????????C???????????O??????????@??_????????A???????????A?@?????????@????????????O?G?????????E????????????G????????????O????????????O?G??????????G?C??????????E?????????????o????????????B?????????????E?????????????B??????????????_?????????????G?G???????????@??????????????E??????????????K??????????????A??????????????@?C?????????????O??????????????A???????????????G?_?????????????O@??????????????O@??????????????K???????????????B????????????????K????????????????W????????????????o????????????????CG???????????????AC????????????????o????????????????AW,v|eMID@WH?e@C@E?`?GW@@_CB?GA?GB?C?_@?K?G?o?_@?@?B_@??_?_?W?G?B?@??G?C??o?G??o?G??[?C??A?@???o?G??B??_??E?@???E?@???B??_???w?G???B?@????M?C????G?G????W?G????K?C????B_@?????G?W????@o?_????@_@?????@_@??????o?_?????M?G??????wB??????@?s??????FOG???????{W,4,4
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G???G???K???A????O@??@????E????C????A?C???_????C?????O?_??@_????@_?????_?????G?G???@??????E??????G??????G??????C?C????@???????G?G????@_??????@???????@????????_???????G???????@_???????C????????G?G??????G????????K????????@?????????G?G???????_????????@?????????@?@???????@_?????????W?????????B??????????G??????????O?G????????O??????????K??????????A???????????O?G????????@??_????????A???????????A?@?????????B????????????O???????????A????????????G?C??????????O????????????O????????????K????????????B?????????????G?????????????O?????????????_@????????????_?????????????W?????????????E??????????????W?????????????@_?????????????A??????????????A?G????????????@_??????????????W??????????????@???????????????C?_?????????????W???????????????G???????????????C?_?????????????@?G??????????????G????????????????o????????????????_G???????????????_g???????????????O????????????????E@????????????????KO,v|eMID@WH?e@C@E?`?GW@@_CB?GA?GB?C?_@?K?G?o?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??[?G??C?C??B?@???W?G??@??_??F?@???B?@???@_?_???W?G???B_@????C?C????W?G????W?G????M?C????@?B?????[?G?????o?_????@?@?????B_@??????w?_?????F?G??????ON??????B@C??????E_G??????@wW,4,4
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G???G???K???A????O???@?C??E????C????A?C???_????C?????O?_??@_????@_?????_?????G?????@??????K??????G??????G??????C?C????@???????G?G????@_??????@???????@????????_???????G???????B????????K????????O????????O?G??????G?C??????E?????????O????????@??_??????A?????????A?????????@??_???????o?????????E??????????W??????????_??????????_?G????????O??????????C???????????O??????????@??_????????A?@?????????A???????????@??_?????????o???????????A????????????G????????????O?G??????????O????????????G????????????B?????????????W????????????@_?????????????_?????????????_@????????????O?????????????E??????????????o?????????????@_?????????????B??????????????A??????????????@?C?????????????O@?????????????B???????????????C???????????????G@??????????????W???????????????C???????????????@?G??????????????G@???????????????_????????????????o????????????????OW???????????????G????????????????B@????????????????EO,v|eMID@WH?e@C@E?`?GW@@_CB?GA?GB?C?_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??K?C??W?G??[?G??C?C??B?@???W?G??@??_??E?@???E?@???B??_???w?G???B_@????C?C????W?G????W?G????M?C????@?B?????[?G?????o?_????@?@?????B_@??????o?_?????N?G??????ON??????B@C??????E_G??????@wW,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@?C??E????C????A?C??@_????G?????_????@?????@_?????_?????G?????@??????K??????G??????G??????C?C????@???????G?G?????_??????B???????B???????@????????O?G?????A?@??????W????????o????????_????????O????????C?@??????@_????????A?????????C?@???????E?????????A??????????_?????????C??????????O?C????????O??????????O??????????G??????????A???????????o??????????@???????????A?@?????????A?@?????????@????????????O?G?????????A????????????W????????????o????????????W????????????K????????????B?????????????W????????????@?????????????A?@???????????A?@????????????_?????????????G?G???????????@_?????????????C??????????????G??????????????G?G????????????C?C????????????@?@?????????????G???????????????_??????????????@????????????????o???????????????G???????????????A?G??????????????O???????????????B?????????????????oG???????????????o_???????????????W????????????????F?????????????????KO,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??M?C??G?G??W?G??K?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B_@????C?C????[?G????G?G????K?C????B?@?????[?G?????o?_????@_@?????@_@??????o?_?????N?G??????[B???????_s??????BEG??????BwG,4,4
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@?C??E????C????A?C??@_????G?????_????@?????@_?????_?????G?????@??????K??????G??????G??????C?C????@???????G???????_?_????B???????B???????@????????O?G?????A?@??????W????????o????????_????????O?C??????C?@??????@_????????A?????????C?@???????K?????????A??????????_?????????C?@????????O??????????O??????????O??????????G??????????A???????????G???????????_?_????????@?@?????????@????????????_???????????G?G?????????B????????????E????????????K????????????K????????????E????????????@_????????????K?????????????G?????????????O@????????????o?????????????G?????????????A??????????????O@????????????@??????????????A?G????????????A??????????????@???????????????W??????????????@???????????????C???????????????G@??????????????W???????????????E????????????????o???????????????E????????????????[????????????????W????????????????G????????????????E?????????????????b????????????????D_,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??K?C??W?G??W?G??K?C??B?@???W?G??@_?_??B?@???B?@???@o?_???M?G????_@????E?C????K?G????K?G????F?C?????o@?????E?G?????W?_?????o@??????{@??????E@_?????@_G??????K@???????wC???????wW???????Zg,4,4
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G@??K???A????O???@?C??E????C????A?C??@_????G?????_????@?????B??????_?????G?????@?@????K??????G??????G??????C?C????@???????G?G?????_??????B???????B???????@????????O???????A?@??????W????????O????????O????????G?C??????E?????????O????????@??_??????B?????????A?????????@??????????O?????????A?@????????W??????????O??????????O??????????G?C????????E???????????O??????????@??_????????A?@?????????A???????????@??_?????????O???????????E????????????W????????????O????????????W????????????K????????????@?????????????G?????????????_?_???????????_?????????????_@????????????W?????????????C??????????????_?????????????A?C????????????C?G????????????K??????????????A???????????????_@?????????????K???????????????W???????????????O???????????????O@??????????????G?_?????????????E????????????????G????????????????oC???????????????_????????????????_????????????????WC???????????????@E????????????????L?,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??M?C??G?G??W?G??K?C??B?@???O?G??B??_??E?@???F?@???@??_???w?G???B_@????C?C????[?G????G?G????K?C????B?@?????[?G?????_?_????B_@?????@o@??????O?_?????N?G??????[B???????oS??????@wG???????]W,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@?C??E????C????A?C??@_????G?????_????@?????@_?????_?????G?????@??????K??????G??????G??????C?C????@???????G?G?????_??????B???????B???????@????????O?G?????A?@??????W????????o????????_????????O????????C?@??????@_????????A?????????C?@???????E?????????A??????????_?????????C??????????O?C????????O??????????O??????????G??????????A?@?????????o??????????@???????????A?@?????????A?@?????????@????????????O?G?????????A????????????W????????????o????????????W????????????K????????????B?????????????G?????????????_????????????@?@????????????_?????????????O?_???????????E??????????????_?????????????A??????????????C?G????????????C?G????????????A???????????????_@?????????????C?G?????????????o???????????????o???????????????O???????????????G?_?????????????A?G??????????????o????????????????o????????????????O????????????????O????????????????KC????????????????e????????????????F?,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?K?G?o?_@?@?B_@??_?_?[?G?@?@??M?C??G?G??W?G??K?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B_@????C?C????[?G????G?G????K?C????B?@?????[?G?????o?_????@_@?????@o@??????O?_?????N?G??????[B???????oS??????@wG???????]W,4,5
106,~?@isP@@?OC?O`?@?@_?O?A@?W??_??_G?O??C??@_??C???G???G???C???@????G????_???@?G??B????@?????O????A?G???W?????o?????_?????O?_???K?????@_?????C??????G?G????G??????C??????@???????W???????_??????@???????@????????_?_?????G???????@?@??????C????????G????????G????????C?C??????B?????????W????????@?????????A?????????A?@???????B??????????o?????????A??????????G?C????????W??????????W??????????K??????????@???????????G?G?????????_??????????@?@?????????B????????????_???????????G???????????@????????????C?C??????????G????????????G?G??????????C????????????@?????????????G?G???????????o?????????????_?????????????o?????????????W?????????????E??????????????O?????????????@?C????????????B??????????????B???????????????_??????????????G@?????????????@?G?????????????K???????????????G???????????????G@??????????????C?_?????????????@????????????????G@???????????????o????????????????O????????????????W????????????????B?????????????????[????????????????@o,v|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?M?G?O?_@_@?@_@??o?_?G?G?B?@??K?C??O?G??o?G??[?C??A?@???o?G??B??_??F?@???B?@???@_?_???[?G???@?@????M?C????K?G????K?G????F?C?????_B?????K?G?????o?_????@o@??????o@??????[?_?????B_G??????L@???????MC???????MG???????Fw,4,5
106,~?@isP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G@??K???A????O???@????E????C????A?C??@_????G?????_?_??@?????B??????_?????G?????@?@????K??????W??????O??????G??????A?@?????O??????@??_????A???????B???????@????????O???????A?@??????W????????O????????O????????G????????A?@???????o????????@?????????A?@???????B?????????@??????????O?G???????A?@????????W??????????O??????????O??????????G?C????????E???????????o??????????@???????????A???????????A?@?????????@????????????O?G?????????A????????????C????????????K????????????K????????????A?????????????_@???????????C?????????????O?_??????????@_?????????????_?????????????O?_???????????E??????????????o?????????????B??????????????A??????????????A?G????????????@_??????????????G??????????????@???????????????C?_?????????????K???????????????C???????????????B????????????????O???????????????B@???????????????K????????????????G????????????????KG???????????????E?????????????????`????????????????BG,v|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?K?G?o?_@?@?B?@?@_?_?O?G?F?@??G?C??w?G??O?G??[?C??B?@???O?G??B??_??E?@???F?@???@??_???o?G???F?@????G?C????w?G????O?G????[?C????A?B?????{?G?????_@_????B_@?????@o@??????W?_?????F?G??????OB??????B_C??????AgW???????]g,0,0
