n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_?????A??????C??????C??????B???????_??????C?G?????o??????@_??????@????????_?_?????G???????@?@??????K????????W????????W????????K????????A?????????O?G??????@??_??????A?????????A?????????@??_???????O?????????B??????????C??????????G??????????G??????????C??????????@???????????G???????????O???????????_@?????????@_???????????W???????????C????????????_@??????????A?C??????????K????????????K????????????E????????????@_????????????K?????????????o?????????????_?????????????_?????????????O?_???????????C??????????????O?????????????@?C????????????A??????????????A?G????????????@???????????????O@?????????????A???????????????G?_?????????????o???????????????W???????????????K???????????????@_???????????????E????????????????K????????????????G????????????????K????????????????A?????????????????`????????????????CG????????????????W_????????????????w,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@_@??o?_?K?G?@?@??M?C??K?G??G?G??K?C??B?@???W?G??@_?_??B_@???@?@???@_?_???W?G???B?@????K?C????O?G????{?G????C?K????B?@?????[?G?????o?_????@o@??????o@??????[?_?????B_G??????I@???????WC???????wG???????[W???????Fs,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_?????A??????C??????C??????B???????_??????C?G?????o??????@_??????@????????_?_?????G???????@?@??????K????????W????????W????????K????????A?????????O?G??????@??_??????A?????????A?@???????@??????????O?????????B??????????C??????????G??????????G??????????C??????????@???????????G???????????O???????????_@??????????o???????????W???????????C????????????_@??????????A?C??????????K????????????K????????????E????????????@_????????????K?????????????o?????????????_?????????????_@????????????O?????????????C??????????????O?????????????@?C????????????A??????????????A?G????????????@???????????????O@?????????????A???????????????G?_?????????????W???????????????W???????????????K???????????????@_???????????????E????????????????K????????????????K????????????????C????????????????AC????????????????`????????????????CG????????????????O_????????????????p,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@_@??o?_?K?G?@?@??M?C??K?G??G?G??K?C??B?@???W?G??@_?_??B_@???@?@???@_?_???W?G???B?@????K?C????O?G????{?G????C?K????B_@?????K?G?????o?_????@o@??????o@??????[?_?????B_G??????I@???????[C???????WW???????[G???????Fk,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??OG?O??G??E???_??A?_?K???G???C???@????G????_C??B????A????@?C???O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C??????B???????_??????C?G?????W???????_???????_???????O?_?????C????????_???????A?C??????K????????K????????C????????@?@???????G?G???????_????????@?@???????@?????????@_?????????K?????????@??????????C?C????????G??????????G??????????C??????????@???????????C???????????O?_?????????o???????????_???????????O???????????C?G??????????_@??????????A????????????C?G??????????K????????????E????????????@_????????????K?????????????O?????????????_@????????????_?????????????o?????????????A??????????????O@????????????@??????????????A?G????????????A??????????????@?C?????????????O??????????????A?G?????????????K???????????????O???????????????W???????????????C???????????????@?G??????????????K????????????????W????????????????O????????????????OG???????????????GC???????????????F?????????????????GO????????????????__???????????????@`,w|eMID`GH_b@A@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??_@??o?_?K?G?@?@??M?C??K?G??G?G??M?C??@_@???G?G??@o?_??@_@???@_@????_?_???W?G???B?@????K?C????O?G????{?G????C?K????B_@?????K?G?????_?_????Bo@??????oB??????OA_?????M?G??????w@??????@OC??????@oG???????qG???????B{,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_@????_?????o?????K?????@??????C??????G?G????G??????C??????@???????K???????_??????@?@?????@_???????_???????G?G?????@????????C?C??????W????????G????????C?C??????B?????????W????????@?????????A?@???????A?@???????@??????????O?G???????A??????????K??????????G??????????G??????????C?C????????@???????????G???????????_??????????@????????????_???????????O?_?????????E????????????_???????????A?C??????????C?G??????????K????????????A?????????????_@???????????K?????????????o????????????@_????????????@_?????????????O?????????????C?G????????????_?????????????@??????????????B??????????????@???????????????_C?????????????G??????????????@?G?????????????C???????????????G@??????????????K???????????????E???????????????@_???????????????C@???????????????W????????????????W????????????????G????????????????CC???????????????@@????????????????CG????????????????O_????????????????p,w|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??O?G??w?G??K?C??A?@???w?G??@_?_??B?@???B_@????_?_???[?G???@?B????K?C????W?G????W?G????G?C????F_@?????G?W????@o?_????@_@?????@o@??????S?_?????B_G??????M@???????SC???????[G???????MG???????B{,4,5
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?????O????A?????G?_???O?????o?????W?????C??????_?????A??????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_?_?????G???????@?@??????K????????W????????W????????C????????@?????????G?????????_?_??????@?????????@?@????????_?????????K??????????_?????????A??????????C??????????C??????????A?C????????@_??????????K???????????O???????????_@??????????o???????????O???????????C?G??????????_@??????????E????????????K????????????K????????????A?????????????_????????????C?????????????O?_???????????_?????????????_@????????????O?????????????A??????????????O@????????????@??????????????B??????????????B??????????????@_??????????????G??????????????@?G?????????????E???????????????K???????????????E???????????????B????????????????O???????????????A@???????????????GC???????????????O????????????????OG???????????????GC???????????????A@????????????????W?????????????????W?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@_@??o?_?K?G?@_@??E?C??K?G??G?G??M?C??@_@???K?G???w?_???_@???@_@????o?_???K?G???@_@????E?C????M?G????C?G????F?C?????o@?????F?G?????K?_?????W@??????[@??????E?_?????@oG??????C@???????wC???????wG???????Ww???????Nc,4,5
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@?G??W???@_???B????A????@?????O????A?????G?????O@????o?????G?????A??????O?????@??????A?G????E??????B???????_??????C?G?????o???????_???????_???????O?_?????K???????@_???????E????????C????????C????????A?????????_@???????C?????????O?????????_@???????@_?????????O?????????C??????????_?????????A??????????C?G????????K??????????E???????????_??????????C?G?????????o???????????_???????????_???????????O?_?????????K???????????@_???????????E????????????C????????????C????????????A?????????????_@???????????C?????????????W?????????????o?????????????O?????????????G?_???????????A??????????????W?????????????@_?????????????B??????????????@???????????????_C?????????????W??????????????@???????????????C?_?????????????K???????????????K???????????????A????????????????_G??????????????C@???????????????O????????????????o????????????????O????????????????GC???????????????B?????????????????E?????????????????[?????????????????M,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?F?G?G?_?o@??o@??W?_?E?G??o@??B?C??C?G??K?G??F?C???_@???M?G???O?_??@_@???@_@????o?_???K?G???@_@????F?C????C?G????K?G????F?C?????_B?????M?G?????W?_?????o@??????w@??????K?_?????B_G??????G@??????@gC???????wG???????Ww???????Nc,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_@????A??????C??????C??????B???????_??????C?G?????o??????@_??????@????????_???????G???????@????????E????????K????????K????????C????????@?@???????G?G???????_????????@?????????@??????????_?_???????W?????????B??????????K??????????O??????????O?G????????G??????????A???????????O???????????_??????????@?@?????????B???????????@_???????????G???????????@????????????C????????????G?G??????????G????????????E????????????@_????????????K?????????????o?????????????_?????????????_@????????????O?????????????C?G???????????@_?????????????E??????????????E??????????????E??????????????@???????????????O??????????????A?G?????????????G?_?????????????W???????????????G???????????????C???????????????@?G??????????????G@???????????????o???????????????@_????????????????O????????????????KC???????????????B?????????????????E?????????????????K?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???G?G??@_?_??B?@???B?@???@_?_???W?G???B?@????G?C????{?G????G?W????K?C????B?@?????[?G?????_?_????B?@?????B_@??????w?_?????E?G??????s@???????wC???????wG???????Pw???????^C,0,0
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_@????A??????C??????C??????B???????_??????C?G?????o??????@_??????@????????_???????G???????@????????E????????K????????K????????C????????@?@???????G?G???????_????????@?@???????@??????????_?_???????W?????????B??????????K??????????O??????????O?G????????G??????????A???????????O???????????_??????????@?@?????????@_???????????O???????????C????????????_???????????A?C??????????C????????????E????????????B?????????????o????????????E?????????????G?????????????O@????????????O@????????????W?????????????E??????????????W?????????????@??????????????A?G????????????A??????????????@?C?????????????O??????????????A?G?????????????C???????????????G???????????????G@??????????????C?_?????????????@????????????????K????????????????W????????????????W????????????????W????????????????B?????????????????o????????????????AG????????????????G_????????????????X,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???G?G??@_?_??B?@???B?@???@_?_???W?G???B?@????G?C????{?G????G?W????M?C????@o@?????C?G?????o?_????@o@??????o@??????W?_?????F?G??????S@???????{C???????OW???????{G???????Fk,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_@????A??????C??????C??????B???????o??????E???????W???????_???????_???????O???????C????????o???????B????????E????????C????????A?C???????_????????C?????????O?????????_@???????@_?????????o?????????K?????????@??????????C?C????????G??????????G??????????C??????????@_??????????K???????????o???????????_???????????_???????????O???????????C?G??????????_???????????B????????????E????????????E????????????A?????????????_@???????????C?G???????????O?????????????_@???????????@_?????????????o?????????????E??????????????_?????????????A?C????????????C?G????????????C??????????????A???????????????W??????????????@???????????????C???????????????G@??????????????G@??????????????C????????????????o???????????????E????????????????W????????????????OG???????????????o????????????????E????????????????@_????????????????CG????????????????G_????????????????X,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??E?G??E?G??B?C???_@???K?G???o?_??@_@???@_@????o?_???K?G???@?@????M?C????K?G????K?G????F?C?????_@?????K?G?????w?_?????o@??????w@??????K?_?????A?G??????{@???????wK???????_g??????@wG???????NK,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?????O????A?????G?????O?????o?????W?????C??????_@????A??????C??????C?G????E??????@_??????G???????_?_????B???????B???????@????????O???????A????????G????????W????????W????????C????????@?????????G?????????_?_??????@?????????@?@????????_?????????G?G???????B??????????K??????????W??????????O??????????G?C????????A???????????O?G????????B???????????E???????????A???????????@??_?????????W???????????@????????????C????????????G????????????G?G??????????C????????????@_????????????C?????????????O?????????????_?????????????_@????????????O?????????????C?G????????????_@????????????E??????????????K??????????????E??????????????A???????????????o@?????????????E???????????????W???????????????O???????????????O@??????????????C?_?????????????@????????????????G@???????????????_C??????????????@?????????????????_G???????????????OC???????????????C@????????????????W?????????????????W?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?E?G??o@??B?C??C?G??K?G??E?C??@_@???G?G??@_?_??B?@???B?@???@_?_???W?G???B?@????K?C????[?G????G?G????M?C????@o@?????C?G?????o?_????@o@??????o@??????[?_?????B?G??????[@???????cC??????BoG???????{O???????Fs,4,5
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??GC?E???_??A?_?K???G???C???@????W???@????A?G??A????@?????O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_???????G???????@????????E????????G????????G?G??????C????????@?????????G?G???????_????????@?????????@?@????????_?_???????W?????????B??????????K??????????O??????????O?G????????G??????????B???????????W???????????o??????????@???????????@?@??????????O???????????C????????????_???????????A?C??????????C????????????E????????????A?????????????_@???????????C?????????????O?_???????????_?????????????o?????????????W?????????????E??????????????W?????????????@??????????????A?G????????????A?G????????????@_??????????????K??????????????@???????????????C?_?????????????G???????????????G@??????????????C?_?????????????@????????????????C????????????????OC???????????????_G???????????????_????????????????W????????????????@_????????????????K?????????????????K_????????????????[,w|eMID`GH_a@E@A?`_GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??O?_?K?G?@_@??E?C??K?G??G?G??M?C??@_@???G?G??@_?_??B?@???B?@???@_?_???W?G???A?@????[?C????[?G????K?G????C?C????Bo@?????C?W?????o?_????@o@??????o@??????[?_?????A?G??????{@???????oK??????@OG???????{G???????F[,4,5
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?????O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_???????G???????@????????E????????K????????C????????A?????????_????????C?????????O?????????_@????????_@????????o?????????K?????????@_?????????C??????????G?G????????G??????????C?C????????B???????????W??????????@_??????????A???????????A?@??????????_???????????G???????????@????????????C?C??????????G????????????K????????????A?????????????_@???????????C?????????????O?_???????????_?????????????o?????????????W?????????????E??????????????W?????????????@??????????????A?G????????????A?G????????????@_??????????????K??????????????@???????????????C?_?????????????G???????????????G@??????????????C?_?????????????@????????????????C????????????????OC???????????????_G???????????????_????????????????W????????????????@_????????????????K?????????????????K_????????????????[,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?E?G??o@??B?C??C?G??M?G??B?C???_@???K?G???o?_??@_@???@_@????o?_???K?G???@_@????E?C????K?G????G?G????N?C?????_B?????K?G?????w?_?????o@??????o@??????[?_?????B_G??????K@???????gC???????{G???????Kw???????Fc,0,0
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_?????A??????C??????C??????B???????_??????C?G?????o??????@_??????@????????_???????G???????@????????K????????W????????W????????K????????A?????????O?G??????@??_??????A?????????A?@???????@??????????O?G???????E??????????W??????????o??????????_??????????O??????????C?@?????????_??????????A???????????C???????????A???????????@??_?????????W???????????@????????????C????????????G????????????G?G??????????C????????????B?????????????K?????????????o????????????@_????????????@_?????????????O?????????????C?G????????????_@????????????E??????????????K??????????????E??????????????A???????????????_@?????????????C?G?????????????O?_?????????????_???????????????_???????????????O?_?????????????A?G??????????????O???????????????@?C??????????????A?G??????????????A?????????????????WC???????????????E?????????????????K?????????????????K?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@_@??o?_?K?G?@?@??M?C??K?G??G?G??K?C??B?@???W?G??@??_??E?@???E?@???B??_???_?G???M?@????W?C????o?G????_?G????{?C????A?B?????w?G????@o?_????@?@?????B?@?????@o?_?????K?G?????@w@??????@_K??????AcG??????@wG???????NW,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A@?W??_??_??O??C??@_??C???G???G???C???@????G???@_???B????B????@?????O@???A?????W?????o?????_?????O?_???K?????@_?????C??????G??????G??????C??????@???????K???????_??????@???????@?@??????_???????G???????@????????C?C??????G????????W????????K????????B?????????W????????@?????????A?@???????A?@???????B??????????W?????????A??????????G?C????????o??????????W??????????G??????????A???????????O?G????????@???????????A???????????A????????????_???????????G???????????@?@??????????C?C??????????G????????????G????????????C?C??????????@?????????????W?????????????o????????????@_????????????@_?????????????o?????????????K??????????????O?????????????@?C????????????E??????????????B??????????????@???????????????O@?????????????A?G?????????????G?_?????????????O???????????????O???????????????K???????????????@????????????????G@???????????????_C??????????????@?????????????????WG???????????????K????????????????B?????????????????GG????????????????W?????????????????J,w|eMID@WH?e@C@E?`_GG@@_CB?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?W?G?B?@??K?C??O?G??w?G??K?C??A?@???w?G??@??_??F?@???A?@???B_?_???W?G???A?@????[?C????W?G????W?G????G?C????F_@?????G?W????@o?_????@o@??????_@??????w?_?????E?G??????{@???????oK??????@OG???????{G???????F[,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_@????_?????o?????K?????@??????C??????G?G????G??????C??????@???????K???????_??????@?@?????@_???????_???????G???????@????????C?C??????W????????G????????C?C??????B?????????W????????@?????????A?@???????A?@???????@??????????O?G???????A?@????????W??????????o??????????O??????????G??????????A?@?????????O??????????@???????????A???????????A????????????_???????????G?G??????????_???????????A????????????C????????????C?G??????????E?????????????o????????????E?????????????W?????????????o?????????????o?????????????K?????????????B??????????????W??????????????_?????????????@??????????????@?G?????????????_??????????????G@?????????????@???????????????C???????????????G@??????????????G???????????????C?_?????????????@?G??????????????W????????????????o????????????????o????????????????o????????????????K?????????????????_????????????????E?????????????????H_????????????????[,w|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??O?G??w?G??K?C??A?@???w?G??@_?_??A?@???E?@???B_?_???O?G???F?@????K?C????W?G????W?G????G?C????F_@?????G?W????@w?_?????_B?????@_@??????w?_?????C?G?????@o@??????B_K??????B?g??????AgG???????NK,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?_???O?????o?????W?????C??????_?????A??????C??????C??????B???????_??????C?G?????W???????_???????_@??????O???????C?G?????@_???????E????????K????????K????????C????????@?@???????G?G???????_????????@?@???????@??????????o?????????C??????????_?????????A??????????C??????????C??????????A???????????O??????????A?G?????????K???????????O???????????O@??????????G?_?????????E????????????o???????????B????????????E????????????E????????????B?????????????O????????????A?G???????????G?????????????G?????????????G?????????????C?????????????@?G????????????G??????????????_?????????????@??????????????@?G?????????????o??????????????K??????????????@_??????????????E???????????????E???????????????E???????????????B????????????????O???????????????A@???????????????GC???????????????O????????????????OG???????????????GC???????????????A@????????????????W?????????????????W?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@_@??o?_?K?G?@?@??M?C??K?G??G?G??M?C??@_@???K?G???w?_???_@???@_@????o?_???K?G???@_@????C?C????]?G????C?W????F?C?????o@?????F?G?????G?_?????o@??????w@??????K?_?????B?G??????S@???????wC???????wG???????Pw???????^C,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@?G??W???@_???B????A????@?C???O????A?????G?????O@????o?????G?????A??????O?????@??????A??????B??????@???????O@?????E???????G???????O???????O@??????W???????E????????o???????B????????C????????C?G??????A?C???????_????????C?????????O?_??????@_?????????_?????????O?????????C??????????_?????????A??????????C??????????A??????????@?C?????????o??????????A???????????G???????????O@??????????o???????????W???????????E????????????o???????????B????????????E????????????A????????????@_????????????W????????????@?????????????C?????????????G?????????????G@????????????C?????????????@??????????????G??????????????_C????????????B??????????????@???????????????_C?????????????W??????????????B???????????????E???????????????K???????????????K???????????????A????????????????o???????????????A????????????????G????????????????OG???????????????OG???????????????GC???????????????B?????????????????[?????????????????o?????????????????L,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?F?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??F?C???_@???M?G???O?_??@_@???@_@????o?_???K?G???@?@????N?C????C?W????K?G????F?C?????_B?????M?G?????O?_????@_@?????@o@??????W?_?????E?G??????g@??????@gC???????wG???????Pw???????^C,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?_???O?????o?????W?????C??????_?????A??????C??????C??????B???????_??????C?G?????W???????_???????_???????O???????C?G?????@_???????E????????K????????K????????C????????@?@???????G?G???????_????????@?@???????@?@???????@_?????????W?????????@??????????C??????????G??????????G??????????C??????????@???????????C???????????O?_?????????O???????????O???????????G???????????A?G??????????o???????????B????????????E????????????E????????????B?????????????o????????????B?????????????K?????????????W?????????????G?????????????C?????????????@??????????????G@?????????????_?????????????@??????????????@???????????????_C?????????????G??????????????@_??????????????E???????????????K???????????????E???????????????B????????????????o???????????????B????????????????K????????????????G????????????????GG???????????????CC???????????????@@????????????????K?????????????????W?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?_@?@_@??o?_?K?G?@?@??M?C??K?G??G?G??M?C??@_@???G?G??@_?_??B_@???@?@???@_?_???W?G???B?@????K?C????O?G????{?G????C?K????Bo@?????C?W?????o?_????@o@??????_B??????o?_?????M?G??????o@??????B?C??????DOG???????sW???????Fs,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?????O?????o?????W?????C??????_@????A??????C??????C??????B???????_??????C?G?????o??????@_??????@????????_???????G???????@????????E????????K????????K????????C????????@?@???????G?G???????_????????@?@???????@??????????_?_???????W?????????B??????????K??????????O??????????O?G????????G??????????A???????????O???????????_??????????@?@?????????@_???????????O???????????C????????????_???????????A????????????C????????????E????????????B?????????????o????????????E?????????????G?????????????O@????????????O@????????????W?????????????E??????????????o?????????????B??????????????E??????????????A??????????????@???????????????O??????????????A?G?????????????C?_?????????????G???????????????G@??????????????C???????????????@?G??????????????K????????????????o???????????????@_????????????????W????????????????E?????????????????o????????????????AG????????????????K?????????????????J,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???G?G??@_?_??B?@???B?@???@_?_???W?G???B?@????G?C????{?G????G?W????M?C????@o@?????C?G?????o?_????@_@?????@_@??????w?_?????E?G??????o@??????AcC??????BoG???????wo???????Nc,4,5
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_@????_?????o?????K?????@??????C?C????G??????G??????C??????@???????K???????_??????@?@?????@_???????_???????G???????@????????C????????K????????K????????E????????@_????????G?????????_?_??????@?@???????@??????????_?_???????G?G???????B??????????K??????????W??????????O??????????G?C????????A???????????O??????????@???????????A???????????@????????????_?_?????????C????????????_???????????A????????????C????????????C????????????B?????????????o????????????E?????????????W?????????????o?????????????W?????????????K?????????????B??????????????W?????????????@_?????????????B??????????????@???????????????_C?????????????G??????????????@???????????????C?_?????????????G???????????????G@??????????????C???????????????@?G??????????????K????????????????W????????????????o????????????????W????????????????E?????????????????o????????????????AG????????????????K?????????????????J,w|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@_@??o?_?K?G?@_@??C?C??[?G??K?G??C?C??B_@???K?G???_?_??B?@???B?@???@_?_???W?G???B?@????K?C????W?G????O?G????]?C????@?B?????]?G?????O@_????@_@?????@_@??????o?_?????M?G??????w@??????@_C??????AgG???????[W???????Fs,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?????O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C??????E??????@_??????G???????_?_????@_??????@????????_???????G???????@????????E????????K????????K????????C????????@?@???????G?????????_?_??????@?????????@?@????????_?_???????W?????????B??????????K??????????O??????????O?G????????G??????????A???????????O??????????@_??????????@???????????@?@??????????O???????????C????????????_???????????A????????????C????????????E????????????B?????????????o????????????C?????????????O?_???????????_@????????????o?????????????W?????????????E??????????????o?????????????B??????????????E??????????????A??????????????@?C?????????????O??????????????@???????????????C?_?????????????G???????????????G@??????????????C???????????????@?G??????????????K????????????????W????????????????o????????????????W????????????????E?????????????????o????????????????AG????????????????K?????????????????J,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@_@??E?C??K?G??G?G??M?C??@_@???G?G??@_?_??B?@???B?@???@_?_???W?G???B?@????G?C????w?G????[?G????C?C????Bo@?????C?W?????o?_????@_@?????@_@??????w?_?????F?G??????O@??????BoC??????@OW???????wg???????Nc,3,3
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?????O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C?G????E??????@_??????G???????_?_????@_??????@????????_???????G???????@????????E????????K????????C????????A?????????_????????C?G???????O?????????_@????????_@????????o?????????K?????????@_?????????C??????????G?G????????G??????????C?C????????B???????????W???????????_??????????@?@??????????_???????????O???????????C????????????_???????????A????????????E????????????A????????????@?????????????O????????????A?G???????????K?????????????W?????????????W?????????????K?????????????B??????????????O?????????????@_C????????????B??????????????B???????????????_??????????????G@?????????????@???????????????C?_?????????????G???????????????G@??????????????C????????????????_G??????????????C????????????????OC???????????????o????????????????W????????????????E?????????????????o????????????????B?????????????????C_????????????????L,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?E?G??o@??B?C??C?G??M?G??B?C???_@???K?G???o?_??@_@???@_@????o?_???K?G???@_@????F?C????C?G????N?G????@?K?????o@?????E?G?????W?_?????o@??????w@??????K?_?????B_G??????I@???????[C???????[G???????MG???????B{,3,2
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C??????B???????_??????C?G?????W???????_???????_???????O???????C????????o???????B????????E????????C????????A?C???????_????????C?????????O?_???????_@???????@_?????????o?????????K?????????@??????????C?C????????G??????????G??????????C??????????@_??????????G???????????_?_?????????_???????????_???????????O???????????C????????????_???????????B????????????E????????????E????????????B?????????????O????????????B?????????????K?????????????W?????????????W?????????????K?????????????B??????????????G??????????????_?????????????@_?????????????@???????????????_C?????????????G??????????????@?G?????????????C???????????????G@??????????????K???????????????E???????????????@_???????????????C????????????????W????????????????W????????????????K????????????????A?????????????????p????????????????E?????????????????G_????????????????X,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??C?G??M?G??B?C???_@???K?G???o?_??@_@???@_@????o?_???K?G???@?@????M?C????K?W????G?G????N?C?????_B?????K?G?????o?_????@_@?????@o@??????W?_?????E?G??????k@???????gC???????wG???????]G???????B{,4,4
108,~?@ksP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@_???B????A????@?C???O????A?????G?_???O?????o?????W?????C??????_@????A??????C??????C??????B???????_??????C?G?????W???????_???????_???????O???????C????????o???????B????????E????????C????????A?C???????_@???????C?????????O?_???????_????????@_?????????o?????????K?????????@??????????C?C????????G??????????G??????????C???????????_??????????C?G?????????W???????????_???????????_@??????????O???????????C????????????_???????????B????????????E????????????E????????????B?????????????O????????????A?G???????????G?????????????W?????????????W?????????????K?????????????B??????????????G??????????????_?????????????@??????????????@?G?????????????o??????????????G??????????????@?G?????????????C?_?????????????G???????????????K???????????????E???????????????@_???????????????C????????????????OC???????????????_G???????????????W????????????????K????????????????@@????????????????K?????????????????K?????????????????F,w|eMID`GH_a@E@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??o@??W?_?C?G?@o@??B?C??C?G??M?G??B?C???_@???K?G???o?_??@_@???@_@????o?_???K?G???@?@????N?C????C?W????M?G????B?C?????o@?????E?G?????W?_?????w@??????W@??????K?_?????A_G??????M@???????WC???????wG???????]G???????B{,4,5
