n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
108,~?@ksP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A?_?C???K???C???@?G??W???@????A?G??E????A?????_????C?????W?????_?????_@????O?????C??????_?????A??????C??????C??????A?C????@_??????K???????_??????@?@?????@????????o???????G???????@?@??????K????????W????????W????????K????????@?????????G?????????_????????@?????????@_?????????_?????????G?G???????@?@????????C??????????G??????????G?G????????C??????????@???????????G?G????????@_??????????B???????????B???????????@????????????O?G?????????A????????????C????????????G?G??????????W????????????E????????????@_????????????C?????????????O?????????????_?????????????_@????????????O?????????????E??????????????o?????????????@??????????????A??????????????A?G????????????@?C?????????????O@?????????????E???????????????W???????????????W???????????????O???????????????G?_?????????????A?G??????????????O@??????????????B?????????????????_G???????????????_????????????????OC???????????????C@????????????????_G????????????????__????????????????p,w|eMID@WH_a@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??E?C??@?@???[?G???o?_??@_@???@?@???@o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????G?G????@w?_?????oB??????_@??????{?_?????B?W??????W@??????@oC??????@_G??????@kG???????D{,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O???@????A????A?G??B?????_????C?????O????@_????@_?????_?????G?????@?@????K??????W??????O??????G?C????A???????O??????@??_????E???????E???????A????????_?G?????C????????O?C?????@_????????_????????O????????C?????????_?G??????B?????????E?????????A?????????@??????????O?????????A??????????K??????????G??????????G??????????C?C????????B???????????W???????????_??????????@?@?????????@????????????_?_?????????W???????????B????????????K????????????O????????????O?G??????????G?C??????????E?????????????O????????????@?????????????A?????????????A?@???????????@_?????????????G?????????????@??????????????C??????????????G?G????????????G??????????????A?C?????????????o??????????????E???????????????W???????????????W???????????????G@??????????????K???????????????B????????????????K????????????????W????????????????O????????????????S????????????????A?????????????????`????????????????CG????????????????W_????????????????w,w|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@?@?B?@?@_?_?W?G?B?@??K?C??W?G??W?G??K?C??B?@???W?G??@_?_??B_@???@?@???@_?_???[?G???@_@????E?C????K?G????K?G????E?C????@_@?????K?G?????o?_????@o@??????_B??????o?_?????N?G??????WB??????@_C??????B_G??????@sG???????E{,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O???@????A????A?G??B?????_????C?????O?????o?????_?????O?????C?G???@_?????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@??_?????O?G?????E????????G????????O????????O????????G?C??????A?????????O?G??????B?????????A?????????A?????????@??????????O?????????@??????????C??????????G?G????????W??????????K??????????@???????????G?G?????????_??????????@?@?????????@?@?????????@_???????????W???????????B????????????K????????????W????????????G????????????C????????????@?????????????G?G???????????_????????????@?@????????????_?????????????O?????????????C??????????????_@????????????A??????????????E??????????????E??????????????B???????????????W??????????????@_??????????????E???????????????K???????????????E???????????????B????????????????O???????????????A????????????????GC???????????????OG???????????????OG???????????????G????????????????A@????????????????WG???????????????@_?????????????????X,w|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@_@?@_@??o?_?G?G?B?@??K?C??W?G??W?G??K?C??B?@???W?G??@o?_??@?@???B?@???@o?_???K?G???@?@????M?C????K?G????K?G????E?C????@_@?????K?G?????w?_?????_B?????@_@??????{?_?????A?W??????w@??????@_K??????B_G??????@gG???????L[,0,0
108,~?@ksP@@?OC?O`?@@@_?O?A??W??_??_G?O??C???_??A???C???K???C???@?G??G????_???@?G??B????@?????O@???E?????W?????_?????_?????O?????E??????_?????A?C????C??????C?G????A???????_??????C???????O???????_??????@_???????o???????G???????@?@??????C????????G????????G?G??????E????????@?????????G?G??????@_????????B?????????B?????????@??????????O?????????A?@????????G??????????W??????????O??????????G?C????????A???????????O?G????????@??_????????A???????????A???????????@????????????O?G?????????A????????????W????????????W????????????W????????????C????????????@?????????????G?G???????????O?????????????_@???????????@_?????????????o?????????????E??????????????_?????????????A??????????????C?G????????????E??????????????B???????????????W??????????????@???????????????C???????????????G@??????????????G@??????????????C?_?????????????B????????????????K????????????????O????????????????_G???????????????_G???????????????o????????????????@@????????????????G?????????????????o_????????????????U,w|eMID@WH?e@E@A?`_GG@@oC@?GB?G@?C?o@?E?G?W?_?o@??o@??O?_?M?G??_@??F?C??C?G??K?G??E?C??@?@???W?G??@_?_??B?@???B?@???@_?_???W?G???A?@????[?C????[?G????G?G????K?C????B_@?????G?G????@_?_????B_@?????@o@??????[?_?????A?G??????{@???????_K??????BoG???????pW???????^C,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O???@????A????A?G??B?????_????C?????O?????o?????_?????O?????C?G???@_?????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@??_?????O?G?????E????????G????????O????????O????????G????????B?????????W?????????_????????@?????????@??????????_?????????C??????????_?????????A?C????????K??????????K??????????E??????????@???????????G?G?????????_??????????@?@?????????B???????????@_???????????W???????????B????????????K????????????G????????????G?G??????????C????????????@?@???????????G?????????????o?????????????_?????????????_?????????????O?????????????C?G????????????_?????????????A??????????????C?G????????????E??????????????@_??????????????W??????????????@?G?????????????K???????????????W???????????????K???????????????E????????????????_???????????????C@???????????????OC???????????????OG???????????????O????????????????GC???????????????A@????????????????OG???????????????@?_????????????????p,w|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??E?C??@_@???M?G???O?_??@_@???@_@????o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????M?G?????W?_?????w@??????[@??????E?_?????@_G??????M@???????WC???????wG???????]G???????B{,3,2
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O@??@????A????A?G??B?????_????C?????O?????o?????_?????O?????C??????o?????A??????C?G????C??????A???????_@?????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O????????G????????A?@???????o????????@?????????A?????????A?????????@??????????W?????????A??????????G??????????O?G????????O??????????K??????????A???????????O?G????????@???????????A?@?????????A?@?????????B????????????o???????????E????????????W????????????O????????????o????????????K????????????B?????????????G?????????????_????????????@?@????????????_?????????????O?????????????C??????????????_@????????????B??????????????C??????????????C??????????????A?C?????????????o??????????????E???????????????K???????????????W???????????????W???????????????E????????????????_G??????????????K????????????????W????????????????O????????????????OG???????????????GC???????????????A_????????????????C?????????????????W_????????????????M,w|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?o@??o@??O?_?K?G?@_@??E?C??K?G??K?G??E?C??@?@???W?G??@_?_??B?@???B?@???@_?_???W?G???A?@????[?C????W?G????W?G????K?C????B_@?????G?G????@_?_????B_@?????@o@??????[?_?????A?G??????w@??????@_K??????BoG???????pW???????^C,4,3
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O@??@????A????A?G??B?????_????C?????O?????o?????_?????O?????C??????o?????A??????C?G????C??????A???????_??????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O????????K????????B?????????W????????@?????????A?@???????A?????????@??_???????W?????????A??????????G??????????O?G????????O??????????K??????????A???????????O?G????????@???????????A???????????A???????????@_???????????G???????????@?@??????????C????????????W????????????K????????????E?????????????_????????????E?????????????W?????????????o?????????????_?????????????O?_???????????C?G????????????o?????????????A??????????????C??????????????C?G????????????B???????????????o??????????????A???????????????G???????????????O???????????????G@??????????????C?_?????????????@?G??????????????W????????????????o????????????????o????????????????o????????????????W?????????????????`????????????????C?????????????????W_????????????????U,w|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?o@??o@??W?_?E?G??_@??E?C??K?G??K?G??E?C??@?@???W?G??@_?_??B?@???B?@???@_?_???W?G???B?@????K?C????O?G????w?G????M?C????@_@?????G?G????@_?_????B_@?????@o@??????[?_?????B?G??????W@??????@KC??????F_G???????po???????^C,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O@??@????A????A?G??B?????_????C?????O?????o?????_?????O?????C??????o?????A??????C?G????C??????A???????_@?????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O????????K????????B?????????G?????????_????????@?????????@??????????o?????????G?????????@??????????C?C????????G??????????K??????????C??????????@?@?????????G???????????_?_????????B???????????B???????????@_???????????W???????????@????????????K????????????K????????????G????????????C?C??????????@?????????????K?????????????O?????????????_?????????????_?????????????O?_???????????E??????????????_?????????????A??????????????C?G????????????C??????????????B???????????????o??????????????A?G?????????????W???????????????o???????????????W???????????????C?_?????????????B????????????????K????????????????o????????????????OG???????????????O????????????????I?????????????????_????????????????CG????????????????K_????????????????[,w|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?o@??o@??W?_?E?G??o@??B?C??E?G??E?G??A?C??@_@???K?G???o?_??@_@???@_@????o?_???K?G???@_@????E?C????K?G????M?G????A?C????@_@?????M?G?????W?_?????o@??????w@??????K?_?????B?G??????]@???????WK???????wG???????]G???????B[,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O@??@????A????A?G??B?????_????C?????O????@_????@_?????_?????G?????@??????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@????????O?G?????A????????W????????o????????_????????O?C??????C?@???????o????????B?????????A?????????A?????????@??????????O?????????E??????????K??????????O??????????O?G????????G??????????A???????????G???????????_?_????????@???????????@?@?????????@_???????????W???????????B????????????G????????????O?G??????????O?G??????????G????????????B?????????????W????????????@_????????????@_?????????????_?????????????O?????????????C??????????????_@????????????A??????????????B??????????????A??????????????@?C?????????????O??????????????A?G?????????????G?_?????????????O@??????????????o???????????????W???????????????B????????????????W????????????????_???????????????@_????????????????GG???????????????C????????????????@@????????????????GG????????????????o_???????????????@W,w|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??C?C??B_@???G?G??@_?_??B?@???B?@???@o?_???K?G???@_@????E?C????K?G????K?G????E?C????@o@?????C?G?????w?_?????o@??????w@??????K@_?????B?G??????W@??????@oC??????@oG???????`w???????zC,4,5
108,~?@ksP@@?OC?O`?@@@_?O?A??W??_??_G?O??C???_??A???C???K???C???@?G??G????_???@?G??B????@?????O@???E?????W?????_?????_?????O?????E??????_?????A?C????C??????C?G????A???????_??????C???????O???????_??????@_???????o???????G???????@?@??????C?C??????G????????G?G??????E????????@?????????G?G??????@_????????B?????????B?????????@??????????O?????????A??????????G??????????G??????????G?G????????C??????????@?@?????????G?G?????????_??????????@???????????@????????????_?_?????????G???????????B????????????K????????????W????????????W????????????C????????????@?@???????????C?????????????O?_??????????@_????????????@_?????????????W?????????????C??????????????_?????????????A?C????????????C??????????????C?G????????????A?C?????????????o??????????????A???????????????G???????????????O@??????????????O@??????????????G?_?????????????E????????????????W????????????????O????????????????_G???????????????_G???????????????o????????????????@@????????????????G?????????????????o_????????????????U,w|eMID@WH?e@E@A?`_GG@@oC@?GB?G@?C?o@?E?G?W?_?o@??o@??O?_?M?G??_@??F?C??C?G??K?G??E?C??@?@???W?G??@_?_??B?@???B_@????o?_???G?G???B_@????F?C????C?G????K?G????F?C?????_@?????K?G?????o?_????@_@?????@o@??????W@_?????C?G?????@w@??????@?K??????F_G??????@`W???????zC,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O???@????A????A?G??B?????_????C?????O?????o?????_?????O?????C?G???@_?????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@??_?????O?G?????E????????G????????O????????O????????G?C??????B?????????W?????????_????????@?????????@??????????_?????????C??????????_?????????A?C????????K??????????K??????????A???????????_@?????????C???????????O?_????????@_??????????@_???????????o???????????K???????????@_???????????A????????????C????????????C????????????A?C???????????o????????????A?????????????G?????????????O?????????????O@????????????G?????????????A??????????????O@????????????B??????????????E??????????????A??????????????@?C?????????????O@?????????????E???????????????W???????????????W???????????????W???????????????C???????????????@?G??????????????K????????????????G????????????????O????????????????OG???????????????GC???????????????A@????????????????OG???????????????@o????????????????@a,w|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??E?C??@_@???M?G???O?_??@_@???@o@????W?_???E?G????o@????B?C????E?G????E?G????B?C?????w@?????A?G?????W?_?????w@??????WB??????K?_?????B?G??????[@???????oC??????@oG???????uG???????B{,4,5
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O@??@????A????A?G??B?????_????C?????O????@_????@_?????_?????G?????@??????E??????G??????G?G????C??????@???????G??????@_??????B???????A???????@????????O?G?????A????????W????????o????????_????????O?C??????C?@???????o????????B?????????E?????????C?????????A??????????_?????????C??????????o??????????o??????????_??????????O??????????C???????????_??????????@???????????A?@?????????A???????????@??_?????????O???????????E????????????W????????????o????????????_????????????O?C??????????C?@???????????_?G??????????E?????????????K?????????????K?????????????E??????????????o?????????????B??????????????G??????????????O??????????????O??????????????G?C????????????A???????????????C?G?????????????O???????????????_???????????????_???????????????W???????????????A?W??????????????OK??????????????B????????????????E????????????????B?????????????????o????????????????K?????????????????AG????????????????G_????????????????X,w|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??A?@???w?G??@??_??E?@???E?@???B??_???w?G???B?@????M?C????G?G????W?G????K?C????B?@?????W?G????@o?_????@_@?????@_@??????p?_?????N_G??????KE???????oC??????@oG???????wG???????K{,0,0
108,~?@ksP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G???K???A????O???@?C??E????C????A?C??@_????G?????_????@?@???B?????@_?????O?????A??????G??????o??????O??????G??????A?@?????O??????@??_????A???????E???????@????????O???????A????????G?C??????o????????o????????O????????C?@???????_?G??????E?????????C?????????C?@???????B??????????_?????????C?@????????O?C???????@_?????????@_??????????O??????????C???????????_??????????A???????????A???????????A???????????@??_?????????O???????????A?@??????????G????????????G????????????G????????????C?C??????????@?@???????????W????????????@_????????????B?????????????B?????????????@_?????????????K??????????????o?????????????B??????????????E??????????????@???????????????_C?????????????G??????????????@???????????????C?_?????????????G???????????????G@??????????????C?_?????????????@????????????????K????????????????W????????????????o????????????????W????????????????B?????????????????o????????????????AG????????????????G_????????????????X,w|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@_?_B?@?A?@?B_?_?O?G?F?@??G?C??w?G??O?G??W?C??F?@???O?G??B??_??E?@???E?@???B??_???o?G???F?@????G?C????w?G????[?G????C?C????Bo@?????C?W?????w?_?????o@??????o@??????W?_?????F?G??????OB??????BoC??????@OW???????{G???????Ek,0,0
