n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O???@?C??E????C????A?C???_????C?????O?????o?????_?????O?????C?????@_?????A??????C??????C??????A???????_@?????K???????o??????@???????@?@??????_?_?????W???????B????????G????????O?G??????O?G??????W????????E?????????_????????A??_??????C?????????C?????????A??_???????_?????????A??????????G??????????O??????????O??????????C??????????@?@?????????G???????????_??????????@_??????????@_???????????W???????????E????????????o???????????B????????????E????????????E????????????@_????????????W????????????A?????????????G?_???????????O?????????????O@????????????G?????????????A?G????????????O?????????????@??????????????A?G????????????A?G????????????@???????????????O??????????????B???????????????E???????????????E???????????????E????????????????o???????????????K???????????????@_???????????????AC???????????????CG???????????????E????????????????@K,u|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?O?_@o@??_@??o?_?K?G?@?@??K?C??W?G??W?G??K?C??B?@???W?G??@_?_??B?@???B_@????o?_???K?G???@_@????C?C????[?G????M?G????B?C?????o@?????E?G?????W?_?????w@??????WB??????K?_?????B?G??????]@???????[K???????Zg,4,5
104,~?@gsP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C???K???C???@?G??G???@_???B????B????@?????O@???E?????W?????_?????_@????O?????E??????_?????A??????C??????C??????A?C?????_??????C???????O???????_???????o???????O???????C?G??????_???????E????????K????????K????????A?????????_@???????K?????????o????????@_????????@??????????_?_???????G?????????@_?????????C??????????G?G????????G??????????C??????????@?@?????????G???????????_??????????@?@?????????@????????????_???????????K???????????@_???????????A????????????E????????????E????????????@?????????????O@???????????E?????????????K?????????????W?????????????O?????????????G?_???????????B??????????????O?????????????@?C????????????A??????????????A?G????????????@???????????????O@?????????????A?G?????????????G?_?????????????O???????????????W???????????????C?_?????????????@_???????????????C????????????????OC???????????????KG???????????????I????????????????@c,u|eMID@WH?e@C@E?`_GG@@oC@?GB?G@?C?o@?E?G?W?_?o@??_@??o?_?K?G?@_@??F?C??C?G??K?G??E?C??@?@???[?G???o?_??@_@???@_@????o?_???K?G???@_@????F?C????C?G????M?G????B?C?????_@?????M?G?????[?_?????W@??????W@??????K?_?????B_G??????N@???????G{???????}G,4,5
104,~?@gsP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C???K???C???@????G@??@_???B????B????@?????O@???E?????W?????_?????_?????O?????K??????_?????A??????C??????C??????A?C?????_??????C???????O???????_??????@_???????o???????G???????@?@??????C?C??????W????????W????????K????????@?????????G?G??????@_????????B?????????B?????????@??????????O?G???????A??????????G??????????G??????????G?G????????C??????????@???????????G?G?????????_??????????@???????????@?@??????????_???????????G???????????@_???????????E????????????K????????????E????????????B?????????????O????????????A?G???????????W?????????????W?????????????W?????????????G?????????????A?G????????????O@????????????@??????????????A?G????????????A??????????????@?C?????????????O??????????????A?G?????????????G?_?????????????O@??????????????O???????????????E????????????????o???????????????A????????????????GC???????????????EG???????????????E????????????????@c,u|eMID@WH?e@C@E?`_GG@@oC@?GB?G@?C?o@?E?G?O?_@o@??_@??o?_?K?G?@_@??F?C??C?G??K?G??E?C??@?@???W?G??@_?_??B?@???B_@????o?_???K?G???@_@????F?C????C?G????M?G????B?C?????_@?????M?G?????W?_?????w@??????W@??????K?_?????B_G??????N@???????G{???????}G,4,4
104,~?@gsP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C???K???C???@????G@??@_???B????B????@?????O@???E?????W?????_?????_?????O?????K??????_?????A??????C??????C??????A?C?????_??????C???????O???????_@?????@_???????o???????G???????@?@??????C?C??????W????????W????????K????????@?????????G?G??????@_????????B?????????@??????????_?????????G?????????@??????????A??????????C?G????????C??????????A???????????_@?????????C???????????O???????????_@??????????_@??????????o???????????K???????????@_???????????E????????????E????????????E????????????@?????????????O@???????????E?????????????C?????????????G@????????????G?????????????C?????????????@??????????????G@?????????????_?????????????@?G????????????@???????????????o??????????????E???????????????o??????????????B???????????????B???????????????@????????????????__??????????????W???????????????@@???????????????C????????????????GG???????????????KG???????????????Ao,u|eMID@WH?e@C@E?`_GG@@oC@?GB?G@?C?o@?E?G?O?_@o@??_@??o?_?K?G?@_@??F?C??C?G??K?G??E?C??@_@???K?G???o?_??@o@????o@????W?_???E?G????w@????@?C????F?G????B?G????@_C?????W@?????B_G?????E?_?????K@??????M@??????A?_?????@wG??????BB???????MC???????NW,0,0
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O@??@????E????C????A?C???_????C?????O?????o?????_?????O?_???C??????o?????A??????C??????C??????A???????_@?????K???????o??????@???????@?@??????_???????K???????@????????C?C??????G????????W????????K????????B?????????G?????????_????????@?????????@?@????????o?????????G?????????@?@????????C??????????K??????????G??????????C?C????????@???????????G???????????_?_????????B???????????B????????????_???????????G?G?????????@????????????E????????????K????????????C????????????B?????????????o????????????A?????????????G?_???????????O?????????????O@????????????K?????????????A??????????????O@????????????@_?????????????A??????????????A?G????????????@???????????????O@?????????????B???????????????E???????????????C???????????????E???????????????@?_??????????????W???????????????@????????????????CC???????????????KG???????????????I????????????????@c,u|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?W?_?o@??_@??o?_?K?G?@_@??E?C??K?G??K?G??E?C??@?@???[?G???o?_??@_@???@_@????o?_???K?G???@_@????E?C????K?G????M?G????B?C?????_@?????M?G?????[?_?????W@??????W@??????K?_?????B_G??????N@???????G{???????}G,4,5
104,~?@gsP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C@??K???C???@?G??G???@_???A????A?G??B?????_????C?G???o?????_?????_?????O?????E??????_?????A??????C?G????C??????A???????_??????C???????O?_?????_@?????@_???????o???????G???????@?@??????C????????W????????G????????C?C??????B?????????W????????@?????????A?@???????@??????????_?????????G?????????@??????????E??????????G??????????G?G????????C?C????????@???????????G???????????_??????????@???????????@_???????????o???????????K???????????@_???????????E????????????C????????????A????????????@?C???????????o????????????E?????????????W?????????????o?????????????O?????????????G?????????????A??????????????W?????????????@_?????????????@??????????????@?G?????????????_??????????????G@?????????????@_??????????????E???????????????K???????????????K???????????????A?_??????????????_G??????????????E????????????????K????????????????GG???????????????H?????????????????k,u|eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?o@?E?G?W?_?o@??_@??w?_?C?G?@_@??E?C??G?G??[?G??E?C??@_@???K?G???o?_??@_@???@_@????w?_???C?G???@_@????E?C????K?G????G?G????M?C????@_B?????K?G?????o?_????@o@??????w@??????GB_?????F?G??????[@???????kC???????Xw,4,4
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O@??@????E????C????A?C???_????C?????O?????o?????_?????O?_???C??????o?????A??????C??????C?G????A???????_@?????K???????o??????@???????@?@??????_???????K???????@????????C?C??????G????????W????????C????????@?@???????G?????????_????????@?????????@?@????????o?????????G?????????@?@????????C??????????K??????????G??????????C?C????????@?@?????????G???????????_?_????????B???????????B????????????_???????????G?G?????????@????????????E????????????G????????????G?G??????????C?????????????_????????????C?G???????????O?????????????_?????????????_@????????????O?_???????????E??????????????_?????????????A?C????????????C?G????????????E??????????????B???????????????W??????????????B???????????????A???????????????C@??????????????C@??????????????@????????????????OG??????????????A@???????????????GC???????????????W????????????????E?????????????????[,u|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?W?_?o@??_@??w?_?C?G?@_@??E?C??K?G??K?G??E?C??@?@???[?G???o?_??@_@???@_@????w?_???C?G???@_@????E?C????K?G????M?G????B?C?????_@?????M?G?????W?_?????o@??????w@??????G@_?????F?G??????]@???????W[???????|G,0,0
104,~?@gsP@@?OE?O?_@_?_?G?B??G??O??O??W??C???_??A???K???G???C???@?G??W???@_???A????A????@?????o????E?????O?????_?????_?????o?????C??????_?????A?C????C??????K??????E??????@???????G?G?????_??????@???????B???????@_???????O???????A?@??????G?C??????o????????W????????G????????A?????????O????????@?????????B?????????B?????????@??????????O?????????A??????????G??????????G??????????G?G????????C?C????????@???????????W??????????@_??????????B???????????A???????????@??_?????????O?G?????????A????????????W????????????o????????????o????????????W????????????@_????????????G?????????????_????????????@?????????????@??????????????_?_???????????E??????????????_?????????????A??????????????C??????????????C??????????????B?C?????????????OE?????????????E???????????????W???????????????o???????????????W???????????????C?_?????????????B????????????????W????????????????CC???????????????G????????????????IG???????????????@W,u|fIID`GH_a@E@A?`_GK@?_CB?GA?GB?C?o@?C?G?w?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??K?G??C?C??B?@???W?G??@_?_??B_@???@o@????O?_???K?G???@_@????E?C????K?G????M?G????A?C????@_@?????K?G?????q?_????@w@??????WE??????K?_?????B?G??????]@???????W[???????rG,0,0
104,~?@gsP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?G???o?????_?????_?????O?????C??????_?????A??????C??????C?G????A??????@_??????C???????O???????_@?????@_???????o???????G???????@?@??????K????????W????????O????????G?C??????B?????????O????????@?????????A?@???????E?????????@??????????O?????????A?@????????G??????????O??????????O?G????????G??????????A???????????O??????????@??_????????A?@?????????E???????????@????????????O?G?????????A?@??????????W????????????W????????????O????????????G?C??????????B?????????????W????????????@_?????????????_?????????????_?????????????O?_???????????A??????????????O?????????????@?C????????????A?G????????????A??????????????@?C?????????????O@?????????????B???????????????K???????????????K???????????????K???????????????@????????????????OG??????????????@_???????????????A????????????????CG???????????????EG???????????????@o,u|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?G?G?B_@??C?C??W?G??[?G??C?C??B?@???W?G??@_?_??B?@???B?@???@_?_???W?G???B?@????M?C????K?G????M?G????B?C?????o@?????F?G?????K?_?????W@??????[@??????F?_??????wG??????B@???????NC???????Fw,4,5
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O???@????A????A?G??B?????_????C?????O?_??@_????@_?????_?????G?G???@??????K??????W??????O??????G?C????A???????O?G????@???????E???????A???????@????????O?G?????A????????K????????O????????O????????G????????A?????????O????????@??_??????B?????????A?????????@??????????O?G???????E??????????K??????????O??????????O?G????????G?C????????E???????????o??????????B???????????C???????????C?@?????????A????????????_?G?????????C?@??????????o????????????_????????????_?G??????????O?C??????????C?????????????O????????????@?????????????A?@???????????A?????????????@??_???????????W??????????????_?????????????A??????????????C?G????????????B??????????????@_??????????????W??????????????@_??????????????A???????????????E@??????????????E???????????????@_???????????????G???????????????@@???????????????CC???????????????GG???????????????CG???????????????BC,u|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@?@?B?@?@_?_?W?G?A?@??[?C??O?G??o?G??[?C??A?@???w?G??@??_??F?@???B?@???@??_???o?G???E?@????W?C????o?G????w?G????K?C????B_@?????M?G?????O?_????@w@??????OB??????[?_?????B_G??????M@???????]C???????Jw,4,4
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O???@????A????A?G??B?????_????C?????O?_??@_????@_?????_?????G?G???@??????K??????W??????O??????G?C????A???????O??????@???????E???????A???????@????????O?G?????A????????K????????O????????O????????G????????A?@???????W????????@_????????B?????????A?????????@??????????O?G???????E??????????K??????????O??????????O?G????????G?C????????E???????????o??????????@???????????A?@?????????A???????????@????????????O?G?????????E????????????G????????????O?G??????????O?G??????????G????????????@?????????????G?????????????_????????????@?@???????????@_?????????????o?????????????C??????????????_?????????????A?C????????????B??????????????B??????????????@_??????????????W??????????????@???????????????C?_?????????????G@??????????????G@??????????????K???????????????@_???????????????C@???????????????O????????????????o????????????????CW???????????????Ao,u|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@?@?B?@?@_?_?W?G?B?@??K?C??O?G??o?G??[?C??A?@???w?G??@??_??F?@???B?@???@??_???o?G???F?@????K?C????W?G????W?G????K?C????B_@?????M?G?????O?_????@w@??????OB??????W?_?????F?G??????[B???????os??????@yG,4,4
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O@??@????A????A?G??B?????_????C?????O?_??@_????@_?????_?????G?????@??????E??????G??????G?G????C??????@?@?????G??????@_??????@???????@????????_?_?????G???????B????????K????????O????????O?G??????G????????A?????????O?G??????@_????????A?????????A?????????@??_???????o?????????B??????????G??????????O?G????????O??????????G??????????B???????????O??????????@??_????????A???????????A?@?????????@??_?????????o???????????A????????????G????????????O?G??????????O????????????K????????????B?????????????W?????????????_????????????@_?????????????O?????????????G?????????????A?G????????????o?????????????@_?????????????A??????????????A?G????????????@?C?????????????W??????????????A???????????????K?_?????????????W???????????????G???????????????E????????????????_???????????????B????????????????C????????????????EG???????????????F????????????????@o,u|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@_@??o?_?G?G?B_@??C?C??W?G??[?G??C?C??B_@???G?G??@_?_??B?@???B?@???@_?_???W?G???B?@????M?C????K?G????M?G????A?C????@o@?????C?W?????w?_?????o@??????w@??????K?_?????B_G??????M@???????S[???????^G,4,5
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O???@????A????A?G??B?????_????C?????O?_??@_????@_?????_?????G?G???@??????K??????W??????O??????G?C????A???????O?G????@???????E???????A???????@????????O?G?????A????????K????????O????????O????????G????????A?????????O????????@??_??????B?????????A?????????@??????????O?G???????E??????????K??????????O??????????O?G????????G?C????????E???????????o??????????B???????????C???????????C?@?????????A????????????_?G?????????C?@??????????o????????????_????????????_????????????O?C??????????C?@???????????O????????????@?????????????A?@???????????A?????????????@??_???????????W??????????????_?????????????A??????????????C?G????????????K??????????????@_??????????????W??????????????@_??????????????A???????????????E@??????????????E???????????????@????????????????W???????????????@????????????????CC???????????????GG???????????????EG???????????????B_,u|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@?@?B?@?@_?_?W?G?A?@??[?C??O?G??o?G??[?C??A?@???w?G??@??_??F?@???B?@???@??_???o?G???E?@????W?C????o?G????w?G????K?C????B_@?????G?G????@o?_????@w@??????OF??????[?_?????B_G??????M@???????[C???????Rw,0,0
104,~?@gsP@@?OC?O`?@?@_?O?A@?W??_??_??O??C??@_??C???G???G???C???@????G@??@_???A????A?G??B?????_????C?????O?_??@_????@_?????_?????G?G???B??????C??????G??????G??????C??????@?@?????G??????@_??????@???????@????????_?_?????G???????@????????C?C??????G?G??????W????????K????????A?????????O?G??????@_????????A?????????A?????????@??_???????o?????????B??????????G??????????O?G????????G??????????C??????????@???????????G???????????_??????????@?@?????????@?@?????????@_???????????G???????????@????????????C?C??????????G????????????K????????????E????????????@_????????????K?????????????o?????????????O?????????????O?????????????G?_???????????E??????????????W?????????????@??????????????A?G????????????A?G????????????@???????????????O@?????????????B???????????????K???????????????G???????????????K???????????????A????????????????W???????????????@_???????????????B????????????????F????????????????B?????????????????s,u|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@o?_@?@?B_@??_?_?W?G?B?@??G?C??w?G??O?G??W?C??F?@???O?G??B_?_??A?@???F?@???@o?_???G?G???B?@????K?C????W?G????[?G????E?C????@o@?????C?G?????w?_?????_B?????@w@??????K@_?????B_G??????M@???????[C???????Tw,4,5
104,~?@gsP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@?C??E????C????A?C??@_????G?????_?_??@?????@_?????_?????G?????@?@????K??????G??????G??????C??????@???????G?G?????_??????@_??????@????????_?_?????G???????B????????C????????G????????G?G??????K????????B?????????O????????@??_??????B?????????A?????????@??_???????O?????????B??????????G??????????O??????????O?G????????W??????????A???????????O?G????????@???????????A???????????A???????????@??_?????????O???????????B????????????K????????????G????????????W????????????C????????????@?@???????????G?G???????????o????????????@_????????????@??????????????_?_???????????K?????????????@_?????????????B??????????????C??????????????C??????????????A?C?????????????O??????????????A?G?????????????G?_?????????????O???????????????W???????????????E????????????????__??????????????K????????????????W????????????????K????????????????F?????????????????w,u|eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?K?G?o?_@?@?B_@??_?_?W?G?B?@??G?C??w?G??O?G??[?C??B?@???W?G??@??_??E?@???F?@???@??_???w?G???B?@????K?C????W?G????O?G????[?C????A?B?????w?G????@o@_????@?T?????B?@?????@o?_?????M?G??????w@??????@`c???????Bw,0,0
