n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G???K???A????O@??@????A????A?G??B?????_????C?????O????@_????@_?????_?????G?????@??????E??????G??????G?G????C??????@???????G??????@_??????B???????A???????@??_?????O???????A????????W????????o????????_????????O?C??????C?@???????o????????B?????????E?????????C?????????A??????????_?G???????C??????????W??????????o??????????_??????????O??????????C?@?????????_??????????@???????????A?@?????????A???????????@????????????O???????????E????????????K????????????O????????????O?G??????????G????????????A?????????????o????????????@_????????????B?????????????@_?????????????o?????????????K?????????????@??????????????C?C????????????G?G????????????G?G????????????E??????????????@_??????????????G???????????????_??????????????@?@?????????????@?@??????????????_?_?????????????G???????????????@????????????????C????????????????A?G??????????????A?G??????????????@?C???????????????O????????????????E?????????????????B?_???????????????EC????????????????E??????????????????W_,x|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??B?@???W?G??@??_??E?@???E?@???B??_???w?G???B?@????K?C????W?G????O?G????W?C????F?@?????W?G????@_?_????B?@?????A?@?????B??_?????w?G?????B_@??????E?[??????KBG??????KCG??????C[C??????Bw@,0,0
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@????E????E????B?????_????C?????O?????o?????_?????O?????C?G???@_?????E??????G??????G??????C??????@???????G??????@_??????B???????A???????@??_?????O?G?????E????????G????????O????????O????????G?C??????E?????????o????????B?????????E?????????C?????????A??_???????_?????????C??????????G??????????O??????????O?G????????W??????????E???????????O??????????@???????????A?@?????????A???????????@????????????O???????????B????????????K????????????W????????????W????????????C????????????@?????????????G?????????????_?_??????????B?????????????@_?????????????o?????????????K?????????????@??????????????C?C????????????G?G????????????G??????????????E??????????????@_??????????????K???????????????O???????????????_@??????????????_@??????????????O?_?????????????C????????????????_???????????????@_???????????????B????????????????@?????????????????_????????????????G@????????????????WG???????????????@_????????????????B?????????????????@`?????????????????q?,x|eMID@WH?e@C@E?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@_@?@_@??_?_?W?G?B?@??K?C??O?G??o?G??W?C??E?@???o?G??B??_??F?@???A?@???B??_???w?G???A?@????[?C????W?G????W?G????G?C????F?@?????W?G????@_?_????B?@?????B_@??????_@_?????W?G?????B_@??????F_C??????B?w??????ABG??????BoC???????LB,4,5
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O@??@????E????E????B?????_????C?????O?????o?????_?????O?????C??????o?????A??????C??????C??????A???????_??????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O????????W????????E?????????o????????B?????????C?????????C?@???????A??????????_?????????E??????????O??????????_??????????_?G????????O??????????E???????????_??????????A???????????C?@?????????C???????????A????????????_???????????E????????????W????????????o????????????O????????????W????????????B?????????????W?????????????_????????????B?????????????@_?????????????o?????????????K?????????????@??????????????C?C????????????G?G????????????K??????????????C??????????????@???????????????G?G?????????????o??????????????@???????????????@?@??????????????_?_?????????????G?G?????????????@????????????????C????????????????E????????????????A?W??????????????B?????????????????W????????????????@?????????????????@__???????????????B??????????????????P?????????????????K_,x|eMID@WH?e@C@E?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?o@??_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??B?@???O?G??B??_??E?@???E?@???B??_???o?G???C?@????w?C????o?G????o?G????O?C????M?@?????o?G????B_?_????A?@?????E?@?????B_?_?????[?G?????@_@??????F_C??????B?W??????AKG??????BwC???????Bu,4,5
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O@??@????E????E????B?????_????C?????O?????o?????_?????O?????C??????o?????A??????C??????C??????A???????_??????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O?G??????W????????E?????????o????????B?????????C?????????C?@???????A??????????_?????????E??????????O??????????_?G????????_??????????O??????????A???????????O??????????@??_????????A???????????A???????????@????????????W???????????B????????????K????????????G????????????K????????????E????????????@_????????????K?????????????W?????????????o?????????????o?????????????O?????????????C?G????????????_@????????????B??????????????C??????????????C?G????????????A???????????????_??????????????C?G?????????????O?_?????????????_???????????????_???????????????O???????????????B????????????????G????????????????o???????????????@_????????????????W????????????????K????????????????B?????????????????[?????????????????`????????????????@@????????????????@_?????????????????P_,x|eMID@WH?e@C@E?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?o@??_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??B?@???O?G??B??_??E?@???E?@???B_?_???O?G???F?@????K?C????W?G????O?G????[?C????B?@?????[?G?????_?_????B_@?????@_@??????w?_?????F?G??????W@??????@_C??????AGG??????FoG???????[W???????Bx,4,5
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O???@????A????A?G??B?????_????C?????O?????o?????_?????O?????C?????@_?????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@??_?????O?G?????E????????W????????_????????_????????O????????C?@???????o????????B?????????A?????????A?????????@??????????O?????????@??????????C??????????G?G????????G??????????K??????????B???????????G???????????_?_????????@???????????@?@?????????@_???????????W???????????B????????????K????????????W????????????K????????????C????????????@?????????????G?????????????_?_??????????@_?????????????_?????????????O?????????????C??????????????_?????????????A?C????????????C??????????????C?G????????????A?C????????????@_??????????????K???????????????W???????????????O@??????????????o???????????????W???????????????E????????????????W????????????????O????????????????_????????????????g????????????????C????????????????@@????????????????G?????????????????o_???????????????@_????????????????@o?????????????????L?,x|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??E?C??@_@???K?G???o?_??@?@???B?@???@o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????M?G?????W?_?????_@?????@_@??????{?_?????B?W??????W@??????@_C??????B_G??????@wG???????G[???????Ex,0,0
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G@??G???K???A????O???@????A????A?G??B?????_????C?????O?????o?????_?????O?????C?????@_?????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@??_?????O???????E????????W????????_????????_?G??????O????????C?????????o????????B?????????A?????????A?????????@??????????O?????????B??????????G??????????O??????????O?G????????G??????????B???????????W??????????@???????????A?@?????????A???????????@??_?????????o???????????E????????????W????????????o????????????O????????????W????????????B?????????????O????????????@??_??????????A?@???????????A?????????????@_?????????????G?????????????@??????????????C??????????????G?G????????????K??????????????C??????????????@?@?????????????G?G?????????????_???????????????o???????????????o???????????????G?_?????????????E????????????????o???????????????@_???????????????@?????????????????o????????????????W????????????????@@????????????????G?????????????????__???????????????@`????????????????@_?????????????????K_,x|eMID@WH?e@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??E?C??@?@???W?G??@_?_??B?@???B?@???@_?_???W?G???B?@????K?C????W?G????W?G????K?C????B_@?????G?G????@_?_????B_@?????@_@??????w?_?????F?G??????W@??????@_C??????BoG???????_w???????{C???????Br,4,5
110,~?@msP@@?OC?O`?@@@_?O?A??W??_??_G?O??C???_??A???C???K???C???@????G????_???@?G??B????@?????O@???E?????W?????_?????_?????O?????K?????@_?????C??????G?G????G??????C?C????@???????G???????_??????@???????@???????@_???????W???????A????????G?C??????O????????O?G??????G????????A?@???????W????????@?????????A?@???????E?????????B??????????o?????????C??????????O?C????????_??????????_??????????W??????????A???????????O?G????????@???????????A?@?????????A?@?????????@????????????O???????????A????????????G?C??????????O????????????W????????????K????????????A?????????????O?G??????????@??_??????????A?????????????A?@????????????_?????????????G?G???????????B??????????????K??????????????K??????????????G??????????????C?C????????????@???????????????G???????????????W???????????????W???????????????G???????????????C???????????????@?G??????????????G@???????????????_C??????????????@_???????????????@_????????????????o????????????????C@????????????????_G???????????????E?????????????????@@????????????????@@?????????????????c_,x|eMID@WH?e@E@A?`_GG@@oC@?GB?G@?C?o@?E?G?O?_@_@?@_@??o?_?G?G?B_@??C?C??[?G??G?G??K?C??B?@???O?G??B??_??E?@???E?@???B??_???w?G???B?@????G?C????w?G????[?G????C?C????B?@?????[?G?????_?_????B_@?????@_@??????o?_?????N?G??????OB??????BoC??????@?W??????BoG???????[K???????BT,4,5
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_G?O??C??@_??C???G???G@??K???A????O???@????A????A?G??B?????_????C?????O????@_?????_?????O?????C?G???@_?????E??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@????????O?G?????E????????G????????O????????O????????G?C??????B?????????W?????????_????????@?????????@??????????_?????????W?????????@??????????C??????????G?G????????W??????????K??????????@???????????G?G?????????_??????????@?@?????????B???????????@_???????????W???????????A????????????G?C??????????O?G??????????o????????????G????????????A?????????????O????????????@??_??????????B?????????????@??????????????_?????????????G?????????????@?@????????????C??????????????C??????????????C?G????????????A?C????????????@_??????????????K???????????????W???????????????O@??????????????o???????????????W???????????????B????????????????W????????????????O????????????????_????????????????g????????????????C????????????????@?????????????????GG????????????????o_???????????????@_????????????????@o?????????????????X?,x|eMID@WH?e@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?O?_@_@?@_@??o?_?K?G?@_@??E?C??K?G??K?G??C?C??B?@???W?G??@o?_??@?@???B?@???@o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????K?G?????w?_?????_@?????@_@??????{?_?????B?W??????W@??????@oC??????@_G??????@wG???????G{???????Ep,0,0
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O???@?C??E????C????A?C???_????C?????O?????o?????_?????O?????C?????@_?????A??????C??????C??????A???????_@?????K???????o??????@???????@?@??????_?_?????W???????B????????G????????O?G??????O?G??????W????????E?????????_????????A??_??????C?????????C?????????A??_???????_?????????A??????????G??????????O??????????O??????????C??????????@???????????G?G?????????_??????????@???????????@?@?????????@_???????????K???????????@_???????????E????????????K????????????K????????????E????????????@_????????????E?????????????O?????????????_@????????????_?????????????O?_???????????C?G????????????_?????????????A??????????????C??????????????C??????????????A?C?????????????_??????????????C?G?????????????O?_?????????????_???????????????_@??????????????K???????????????B????????????????W???????????????@_???????????????@_????????????????O????????????????GC???????????????B?????????????????GG????????????????_????????????????@@????????????????@`?????????????????U?,x|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?O?_@o@??_@??o?_?K?G?@?@??K?C??W?G??W?G??K?C??B?@???W?G??@_?_??B?@???B_@????_?_???[?G???@_@????C?C????W?G????W?G????M?C????@_@?????K?G?????o?_????@_@?????@o@??????O@_?????N?G??????OB??????B?C??????F_G??????@_W???????os???????LP,4,4
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@?C??E????E????B?????_????C?????O?????o?????_?????O?????C?????@_?????A??????C??????C??????A???????_??????K???????o??????@???????@?@??????_?_?????W???????B????????G????????O?G??????O?G??????W????????E?????????o????????B?????????C?????????C?????????A??????????_?G???????A??????????G??????????O??????????O??????????C??????????@???????????G???????????_?_????????@???????????@?@?????????@_???????????W???????????@_???????????E????????????K????????????K????????????E????????????@_????????????K?????????????W?????????????O?????????????O?????????????G?????????????A?G????????????O?????????????@??????????????A??????????????A?G????????????@???????????????O??????????????A?G?????????????G?_?????????????o???????????????o???????????????K???????????????B????????????????W????????????????o???????????????@_????????????????OG???????????????G????????????????B?????????????????G?????????????????__???????????????@@?????????????????p?????????????????[?,x|eMID@WH?e@C@E?`_GG@@_CB?GB?G@?C?o@?E?G?O?_@o@??_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??B?@???W?G??@_?_??B?@???B_@????_?_???W?G???B_@????E?C????K?G????K?G????F?C?????o@?????E?G?????W?_?????w@??????OB??????W?_?????F?G??????WB??????@_C??????B_G??????@_W???????sC???????BZ,4,5
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O???@?C??E????C????A?C???_????C?????O?????o?????_?????O?_???C?????@_?????A??????C??????C??????A???????_@?????K???????o??????@???????@?@??????_???????K???????@????????C????????G?G??????W????????K????????A?????????O?G??????@?????????A?@???????A?????????@??_???????W?????????A??????????G?C????????O??????????o??????????G??????????A???????????O?G????????@???????????A???????????A?@?????????@_???????????G???????????@?@??????????C????????????K????????????G????????????C?C??????????@?@???????????W?????????????o????????????@?????????????@?@????????????_?????????????G?G???????????@?@????????????E??????????????G??????????????G?G????????????C???????????????_??????????????C?G?????????????O?_?????????????_???????????????_???????????????O?_?????????????A?G??????????????O@??????????????@????????????????B????????????????B?????????????????W????????????????C?????????????????_G????????????????o_???????????????@C????????????????@@?????????????????o_,x|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?O?_@o@??_@??o?_?K?G?@?@??K?C??W?G??W?G??K?C??B?@???O?G??B_?_??B?@???A?@???B_?_???O?G???F?@????K?C????O?G????o?G????[?C????B_@?????K?G?????_?_????B_@?????@_@??????w?_?????F?G??????W@??????@AC??????EWG??????F_G???????[o???????Bp,4,4
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O@??@????E????C????A?C???_????C?????O?????o?????_?????O?????C??????o?????A??????C??????C??????A???????_@?????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O????????W????????E?????????_????????A??_??????C?????????C?@???????A??????????_?G???????E??????????O??????????_?G????????_??????????O??????????E???????????_??????????A??_????????C???????????C?@?????????A????????????_?G?????????E????????????G????????????O?G??????????O????????????K????????????B?????????????W?????????????_????????????@_?????????????_?????????????O?_???????????C??????????????_@????????????A?C????????????E??????????????C??????????????A?C?????????????_??????????????E???????????????O???????????????_@??????????????_@??????????????O???????????????C?G??????????????W????????????????_???????????????@_???????????????@_????????????????OC???????????????A?????????????????OG???????????????@o????????????????@A????????????????@@?????????????????W_,x|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?W?_?o@??_@??o?_?K?G?@?@??K?C??W?G??W?G??K?C??B?@???O?G??B??_??E?@???E?@???B??_???o?G???E?@????[?C????O?G????o?G????[?C????B_@?????K?G?????_?_????B_@?????@_@??????w?_?????E?G??????w@??????@?C??????EGG??????FoG???????[W???????Bx,4,5
110,~?@msP@@?OC?O`?@?@_?O?A??W??_??_??O??C@?@_??C???G@??G???K???A????O@??@????E????C????A?C???_????C?????O?????o?????_?????O?????C??????o?????A??????C??????C??????A???????_@?????K???????o??????@???????@?@??????_???????W???????B????????G????????O?G??????O????????W????????E?????????_????????A??_??????C?????????C?@???????A??????????_?G???????E??????????O??????????_??????????_?G????????O??????????E???????????_??????????A??_????????C???????????C?@?????????A????????????_?G?????????E????????????G????????????O?G??????????O????????????W????????????B?????????????W?????????????_????????????@_?????????????_?????????????O?_???????????C??????????????_@????????????A?C????????????E??????????????C??????????????A???????????????_@?????????????E???????????????O???????????????_@??????????????_@??????????????O???????????????C?G??????????????O@??????????????@?C??????????????A????????????????E????????????????@_????????????????G?????????????????_????????????????A?_???????????????@`????????????????@K?????????????????w?,x|eMID@WH?e@C@E?`?GW@@_CB?GB?G@?C?o@?E?G?W?_?o@??_@??o?_?K?G?@?@??K?C??W?G??W?G??K?C??B?@???O?G??B??_??E?@???E?@???B??_???o?G???E?@????[?C????O?G????o?G????[?C????B_@?????K?G?????_?_????B?@?????B_@??????w?_?????E?G??????w@??????@AC??????EWG??????F_G???????Xo???????F`,4,4
