n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
116,~?@ssP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?????o????@_????@??????_?????G?G???@??????C??????G??????G??????C??????@???????W??????@_??????A???????A???????@??_?????O???????E????????G????????O?G??????o????????W????????E?????????o????????B?????????C?????????C?????????A??_???????_?????????K??????????W??????????_??????????_??????????O?C????????C???????????_??????????A??_????????C???????????C???????????A????????????_???????????K????????????W????????????_????????????_?G??????????O?C??????????C????????????@_????????????A?????????????C?@???????????K?????????????B??????????????o?????????????E??????????????W??????????????_??????????????_?G????????????O?C????????????C???????????????W??????????????@???????????????B???????????????@????????????????_???????????????G?G?????????????@?@??????????????C????????????????G?G??????????????G????????????????B?????????????????o????????????????A?G???????????????W?????????????????O@????????????????o?????????????????E??????????????????o?????????????????E??????????????????CC?????????????????CG?????????????????E??????????????????@K,{|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@_?_?W?G?B?@??K?C??O?G??o?G??W?C??E?@???_?G??F??_??C?@???K?@???F??_???o?G???C?@????w?C????o?G????o?G????W?C????C?@????@_?G????F??_????E?@?????F?@?????@??_?????o?G?????F?@??????K?K??????O?G??????{?G??????F?K???????_D???????N?G???????M@_???????Ld,4,5
116,~?@ssP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?????o?????_?????_?????O?_???C??????_?????A??????C??????C??????A??????@_??????K???????_??????@???????@?@?????@_???????G???????@?@??????K????????W????????W????????K????????B?????????O????????@?????????A?@???????A?????????B??????????O?????????A??????????G?C????????O??????????O??????????G?C????????A???????????O??????????@???????????A???????????E???????????@_???????????O???????????A????????????G?C??????????o????????????O????????????G?C??????????E?????????????W????????????@_????????????B?????????????B?????????????@??????????????O?G???????????A?@????????????G?C????????????o??????????????O??????????????K??????????????@???????????????G???????????????_?_????????????@?@?????????????@????????????????_???????????????G????????????????O@??????????????@????????????????A?G??????????????E????????????????@?C???????????????o????????????????@_????????????????E?????????????????K?????????????????E?????????????????@??????????????????GG????????????????@_?????????????????A??????????????????CG?????????????????EG?????????????????@o,{|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??A?@???o?G??B??_??F?@???B?@???@??_???w?G???B?@????K?C????W?G????O?G????W?C????F?@?????W?G????@??_????E?@?????E?@?????B_?_?????W?W?????A?@??????]?C??????K?W??????K?G??????COC??????Bw@???????B?O???????L__???????Az,4,5
116,~?@ssP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G???K???A????O@??@????E????C????A?C??@_????G?????_?_??@?????B?????@_?????O?????A?@????G??????W??????O??????G?C????A???????O??????@???????A???????B???????@????????O?G?????A????????G????????W????????O????????G?C??????A?????????W????????@_????????B?????????B?????????@??????????O?G???????A??????????K??????????W??????????O??????????G?C????????A???????????W??????????@???????????A?@?????????A???????????@????????????O???????????A????????????K????????????O????????????O?G??????????G?C??????????A?????????????W????????????@?????????????A?@???????????A?????????????@_?????????????W?????????????B??????????????K??????????????O??????????????O?G????????????G?C????????????@_??????????????G???????????????_?_????????????@???????????????@_???????????????o???????????????C????????????????_???????????????A?C??????????????C????????????????B?????????????????_????????????????K????????????????@_????????????????B?????????????????E?????????????????B?????????????????@o?????????????????G?????????????????@@?????????????????E??????????????????C??????????????????DG??????????????????w,{|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@_?_B?@?B?@?@_?_?W?G?B?@??K?C??W?G??O?G??[?C??B?@???W?G??@_?_??A?@???F?@???@_?_???W?G???B?@????K?C????W?G????W?G????K?C????A?@?????w?G????@_?_????B_@?????@?@?????@o?_?????K?G?????@_@??????F?C??????E?G??????F?G??????@CC???????}@????????wO???????@w_????????z,4,5
116,~?@ssP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G???K???A????O???@?C??E????E????B?????_????C?G???O????@_????@_?????_?????G?G???@??????K??????G??????G??????C??????@???????G???????o??????@???????@?@??????_???????G???????@_???????C????????G????????G?G??????K????????B?????????W????????@_????????A?????????A?@???????@??????????W?????????B??????????G??????????O?G????????O??????????W??????????A???????????O??????????@???????????A???????????A???????????@????????????W???????????A????????????G?C??????????O?G??????????O????????????K????????????A?????????????W????????????@_????????????B?????????????B?????????????@_?????????????W?????????????A??????????????G?C????????????O?G????????????K??????????????C??????????????@?@?????????????G??????????????@_??????????????@???????????????@?@??????????????_???????????????G???????????????@?@??????????????C????????????????E????????????????A????????????????@_????????????????O????????????????B?G???????????????E?????????????????K?????????????????E?????????????????B_?????????????????O?????????????????A@?????????????????I??????????????????C??????????????????DG??????????????????w,{|eMID@WH?e@C@E?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@?@?B_@??_?_?W?G?B?@??K?C??O?G??w?G??K?C??B?@???W?G??@??_??F?@???B?@???@??_???w?G???A?B????W?C????o?G????o?G????W?C????C?@????@o?G????B??_????F?@?????A?@?????B_?_?????W?G?????A_@??????F?C??????E?G??????F?G??????@CC???????}@????????wO???????@w_????????z,4,5
116,~?@ssP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G@??K???A????O@??@????E????C????A?C??@_????G?????_????@?@???B??????_?????G?????@??????E??????G??????G??????C??????@???????G?G?????_??????B???????@????????_???????G?G?????B????????K????????O????????O?G??????G?C??????E?????????o????????A?????????C?@???????E?????????A??????????_?????????C?@????????o??????????_??????????_??????????O??????????C???????????O??????????@???????????A?@?????????A???????????@????????????O?G?????????A????????????W????????????O????????????O?G??????????G?C??????????E?????????????o????????????B?????????????E?????????????E?????????????@_?????????????O?????????????A?@????????????K??????????????O??????????????O??????????????G?C????????????@???????????????G?G?????????????_??????????????@???????????????@????????????????_?_?????????????G?G?????????????@????????????????E????????????????C????????????????K????????????????B?????????????????W????????????????B?????????????????K?????????????????E?????????????????C?????????????????B?_????????????????_?????????????????E??????????????????GK?????????????????O_?????????????????W??????????????????CK,{|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?K?G?o?_@_@?@_@??_?_?W?G?B?@??G?C??w?G??O?G??W?C??F?@???O?G??B??_??E?@???E?@???B??_???w?G???A?@????[?C????W?G????O?G????[?C????A?B?????o?G????B_?_????B?@?????B?@?????@_?_?????W?G?????B_@??????F?C??????E?G??????D?G??????@_C???????[@???????@oW???????BE_???????Fp,4,5
116,~?@ssP@@?OC?O`?@@@_?O?A@?W??_??_??O??C???_??A???C???C???A????_???K????_???@?G??B????@?????O@???E?????W?????_?????_@????o?????K?????@??????C??????G??????G??????C?C????@???????G???????_??????@???????@????????_???????G???????@????????C?C??????W????????W????????G????????A?@???????W????????@?????????A?@???????E?????????B??????????o?????????E??????????W??????????o??????????O??????????G??????????A?@?????????O??????????@???????????A?@?????????A???????????@????????????O???????????A?@??????????G????????????O????????????O????????????G????????????A?@???????????o????????????@_????????????A?????????????A?@???????????@_?????????????O?????????????A?@????????????W??????????????W??????????????W??????????????K??????????????B???????????????G???????????????_?_????????????@?@?????????????@????????????????o???????????????C????????????????_???????????????A?C??????????????C?G??????????????C?G??????????????A?????????????????_????????????????C?G???????????????K?????????????????O?????????????????W@????????????????G?????????????????A?G????????????????E@?????????????????W??????????????????W??????????????????GG?????????????????AS,{|eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?W?G?B?@??G?C??w?G??O?G??[?C??A?@???o?G??B??_??C?@???M?@???A?@_??@_?G???M?@????O?C???@o?G????o?G????O?C????M?@?????_?W????F??_????C?@?????M?@?????B??_?????g?G?????B?@??????M?C??????M?G??????E?G??????A_C???????[@???????@wG???????@b_???????Bx,0,0
116,~?@ssP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G???K???A????O@??@????E????C????A?C??@_????G?????_?_??@?????B?????@_?????O?????A?@????G??????W??????O??????G??????A???????O??????@??_????A???????B???????@????????O???????A????????G????????W????????O????????G?C??????A?@???????o????????B?????????C?????????C?@???????B??????????_?????????C?@????????O?C???????@_?????????@_??????????o??????????G??????????@??G????????C???????????C???????????C???????????A??_?????????_???????????C????????????O?C??????????_????????????O????????????G????????????A?????????????O?G??????????@?????????????B?????????????B?????????????@_?????????????K?????????????@??????????????C?C????????????K??????????????K??????????????E??????????????@_??????????????E???????????????O???????????????_@??????????????_???????????????O?_?????????????C?G??????????????_???????????????A????????????????C?G??????????????C?G??????????????A?????????????????_@???????????????C?G???????????????O?????????????????o?????????????????K?????????????????C?????????????????@?G????????????????E??????????????????E??????????????????H??????????????????KG?????????????????@o,{|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@_?_B?@?B?@?@_?_?O?G?E?@??W?C??_?G?@o?G??O?C??M?@???o?G??A??_??K?@???K?@???C??_??B_?G???K?@????w?C????_?G???@o?G????W?C????C?@????@o?G????A??_????N?@?????A?B?????B??_?????w?G?????A?@??????[?C??????[?G??????M?G??????B?C???????_P???????M_G???????F`_???????B{,4,5
116,~?@ssP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G@??K???A????O@??@????E????C????A?C??@_????G?????_????@?@???B??????_?????G?????@??????E??????G??????G??????C??????@???????G???????_??????B???????@????????_???????G?G?????B????????K????????O????????O?G??????G?C??????E?????????o????????B?????????E?????????E?????????A??????????_?????????C?@????????o??????????_??????????_??????????O??????????C???????????O??????????@???????????A?@?????????A???????????@????????????O???????????A????????????W????????????O????????????O?G??????????G?C??????????E?????????????o????????????B?????????????E?????????????E?????????????@_?????????????W?????????????B??????????????K??????????????O??????????????O??????????????G?C????????????@???????????????G?G?????????????_??????????????@???????????????@????????????????_?_?????????????G?G?????????????@????????????????C?C??????????????G????????????????G?G??????????????K????????????????@_????????????????E?????????????????W?????????????????o?????????????????K?????????????????B??????????????????O?????????????????B??????????????????CK?????????????????G_?????????????????K??????????????????AK,{|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?K?G?o?_@_@?@_@??_?_?W?G?B?@??K?C??W?G??O?G??W?C??F?@???O?G??B??_??E?@???E?@???B??_???w?G???A?@????[?C????W?G????W?G????K?C????A?@?????o?G????B_?_????B?@?????B?@?????@_?_?????W?G?????B_@??????F?C??????F?G??????B?G??????@_C???????[@???????@oW???????BE_???????Fp,0,0
116,~?@ssP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G???G???K???A????O@??@????E????C????A?C??@_????G?????_?_??@?????B?????@_?????O?????A?@????G??????W??????O??????G??????A???????O??????@???????A???????B???????@????????O?G?????A????????G????????W????????O????????G?C??????A?@???????o????????B?????????E?????????E?????????B??????????_?????????C?@????????O??????????o??????????o??????????O??????????C?@?????????_??????????@???????????A???????????A?@?????????@????????????O???????????A????????????G????????????W????????????O????????????G?C??????????A?@???????????O????????????@_????????????B?????????????B??????????????o?????????????K?????????????@_?????????????E??????????????G??????????????G?G????????????C?C?????????????o??????????????C???????????????O?_?????????????_???????????????_???????????????O?_?????????????C????????????????_@??????????????A????????????????C????????????????B?????????????????_????????????????K????????????????@_????????????????B?????????????????B?????????????????B?????????????????@o?????????????????G?????????????????@@?????????????????CC?????????????????GG?????????????????GG?????????????????DC,{|eMID@WH?e@C@E?`?GW@@?CE?GE?GA?C@_@?G?G@_?_B?@?B?@?@_?_?O?G?E?@??W?C??o?G??o?G??O?C??M?@???o?G??B??_??E?@???C?@???F??_???o?G???F?@????G?C????w?G????W?G????K?C????B?@?????O?G????B_?_????B?@?????B_@??????_?_?????[?G?????@o@??????A?C??????M?G??????F?G??????@_C???????P@???????FoG???????Bp????????@|,4,5
116,~?@ssP@@?OC?O`?@?@_?O?A@?W??_??_??O??C??@_??C???G@??G???C???@????G???@_???A????A?G??B?????_????C?????O?????o?????_?????O?_???K?????@_?????C??????G??????G??????C??????@???????G??????@_??????B???????A???????@??_?????O???????A????????G????????O????????O?G??????W????????E?????????o????????B?????????E?????????C?????????A??????????_?G???????C??????????W??????????o??????????o??????????W??????????A???????????O??????????@??_????????A???????????A???????????@????????????O???????????E????????????K????????????O????????????O?G??????????G????????????A?????????????O????????????@??_??????????E?????????????B?????????????@_?????????????W?????????????B??????????????G??????????????O?G????????????O?G????????????G?C????????????B???????????????W??????????????@_??????????????@???????????????@????????????????_?_?????????????G???????????????@????????????????C?C??????????????G????????????????A?G??????????????@?C???????????????O????????????????B?????????????????K?????????????????K?????????????????K?????????????????B??????????????????K?????????????????@_?????????????????B??????????????????A??????????????????BG??????????????????w,{|eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?M?G?O?_@_@?@_@??_?_?W?G?B?@??K?C??W?G??O?G??W?C??E?@???o?G??B??_??C?@???M?@???A?@_??@_?G???M?@????O?C???@o?G????o?G????W?C????E?@?????_?G????E??_????M?@?????E?@?????B??_?????g?G?????B?@??????M?C??????G?W??????[?G??????E?K??????@o@???????CWG???????}?_???????Em,4,5
116,~?@ssP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A?_?C???K???C???@?G??W???@????A?G??E????A?????_????C?????W?????_?????_?????O?????C??????_?????A??????C??????C??????A??????@_??????K???????_??????@?@?????@???????@_???????W???????A????????G?C??????o????????o????????W????????E?????????o????????A?????????C?????????C?@???????A??????????o?????????C??????????O?C????????_??????????_?G????????O??????????C???????????_?G????????A???????????C???????????C???????????A???????????@_???????????E????????????O????????????_?G??????????_????????????W????????????A?????????????O?G??????????B?????????????B?????????????B?????????????@_?????????????W?????????????A??????????????G?C????????????O?G????????????O?G????????????K??????????????A???????????????O?G????????????@??_????????????A???????????????A???????????????@??_?????????????O???????????????A????????????????G?C??????????????O????????????????C?G??????????????A?C???????????????_????????????????B?????????????????K?????????????????K?????????????????K?????????????????B??????????????????K?????????????????@_?????????????????B??????????????????A??????????????????BG??????????????????w,{|eMID@WH_a@E@A?`_GG@@_CB?GB?G@?C?o@?E?G?W?_?_@?@_@??o?_?K?G?@_@??C?C??W?G??W?G??K?C??B?@???O?G??B??_??E?@???E?@???B??_???_?G???M?@????W?C????o?G????o?G????O?C????K?@????@o?G????B??_????E?@?????C?@?????F??_?????w?G?????B?@??????G?C??????w?G??????W?W??????M?C??????@E@???????^?G???????CV????????^@,4,5
