n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
112,~?@osP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C???K???C???@????G???@_???B????B????@?????O@???E?????W?????_?????_?????O?????K?????@_?????C??????G??????G??????C??????@?@?????G???????_??????@???????@?@?????@_???????W???????A????????G????????O????????O?G??????W????????E?????????o????????@?????????A?@???????E?????????B??????????O?????????A??????????G??????????O?G????????o??????????W??????????A???????????O??????????@??_????????A???????????A?@?????????@????????????O???????????A????????????G?C??????????o????????????o????????????G????????????A?????????????O?G??????????@??_??????????E?????????????B??????????????o?????????????K?????????????@_?????????????A??????????????C?G????????????C??????????????A?C????????????@_??????????????A???????????????G???????????????O@??????????????O@??????????????G???????????????A????????????????O@??????????????@_???????????????@????????????????@_????????????????o????????????????B?????????????????W?????????????????_????????????????@`????????????????@_?????????????????W?????????????????B??????????????????F,y|eMID@WH?e@C@E?`_GG@@oC@?GB?G@?C?o@?E?G?O?_@_@?@_@??_?_?W?G?B?@??K?C??[?G??G?G??K?C??B?@???W?G??@_?_??B?@???A?@???B??_???w?G???A?@????[?C????W?G????[?G????C?K????B?@?????W?G????@_?_????B?@?????B_@??????_?_?????]?G??????_B??????FOC??????@_W??????@_G???????wC???????F@????????Tw,0,0
112,~?@osP@H?OC?O`?@??_?G?B??G??OG?O??G??E???_??A?_?K???G???C???@????G????_C??B????A????@?????O????A?????G?????O?????o?????W?????C??????_@????A??????C??????C??????E??????@_??????G???????_?_????B???????B???????@????????O???????A????????G?C??????O????????O?G??????W????????E?????????_????????A??_??????C?????????C?@???????A??????????_?G???????C??????????O?????????@_?????????@_??????????O??????????C?@?????????_??????????A???????????C?@?????????C???????????B????????????O???????????A?@??????????K????????????W????????????O????????????G????????????A?@???????????O?G??????????@_????????????B?????????????@_?????????????_?????????????G?G???????????@?@????????????C??????????????G?G????????????G?G????????????C??????????????B???????????????C???????????????O?_?????????????_???????????????_@??????????????O???????????????A????????????????O@???????????????o???????????????@????????????????@_????????????????W????????????????B?????????????????W?????????????????o?????????????????`????????????????@_?????????????????O_????????????????CG?????????????????h,y|eMID`GH_b@A@B?__GK@?oC@?GB?G@_C?O@?E?G?W?_?o@??_@??o?_?K?G?@?@??K?C??W?G??W?G??G?C??E?@???o?G??B??_??C?@???K?@???F??_???o?G???E?@????[?C????O?G????w?G????M?C????@?@?????[?G?????o?_????@_@?????@?@?????@w?_?????E?W??????w@??????@?C??????F_G??????@?W??????@wC???????EB????????mg,4,5
112,~?@osP@@?OC?O`?@@@_?O?A??W??_??_??O??C???_??A???C???K???C???@????G???@_???B????B????@?????O@???E?????W?????_?????_@????O?????K?????@_?????C??????G??????G??????C??????@???????G???????_??????@?@?????@????????o???????G???????@????????C????????G????????W????????K????????B?????????W????????@_????????B?????????@_?????????_?????????G?G???????@?@????????K??????????W??????????W??????????G??????????A???????????O??????????@???????????A?@?????????A???????????@????????????O?G?????????A????????????C????????????G????????????G?G??????????C????????????@?@???????????W????????????@_????????????B?????????????@_?????????????o?????????????E??????????????o?????????????B??????????????B??????????????@???????????????_??????????????G@?????????????@???????????????C?_?????????????G???????????????G@??????????????C???????????????@????????????????G@???????????????_C??????????????B????????????????@_????????????????W????????????????B?????????????????W?????????????????O?????????????????`?????????????????`?????????????????O_????????????????CG?????????????????p,y|eMID@WH?e@C@E?`_GG@@oC@?GB?G@?C?o@?E?G?O?_@_@?@_@??_?_?W?G?B?@??K?C??O?G??w?G??G?K??F?@???O?G??B_?_??B?@???A?@???B??_???o?G???E?@????O?C???@_?G???@_?G????w?C????D?@?????[?G?????_?_????Bo@??????_B??????w?_?????F?G??????O@??????B_C??????B_G??????@oG???????SC???????Bp????????Fw,4,4
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?G???o????@_????@??????_?????G?????@??????C??????G?G????G??????C??????@?@?????W???????_??????@???????@????????_???????W???????B????????K????????W????????G????????C?C??????B?????????G?????????_????????@?@???????B?????????@_?????????W?????????A??????????G?C????????O??????????O??????????G??????????A?@?????????O??????????@???????????A?@?????????E???????????@????????????O???????????A?@??????????G????????????O????????????W????????????K????????????B?????????????G?????????????_?_??????????B?????????????@??????????????o?????????????K??????????????o?????????????B??????????????C??????????????C?G????????????A???????????????o??????????????A???????????????G???????????????O@??????????????o???????????????G???????????????A?G??????????????O@??????????????@????????????????B????????????????B?????????????????_C???????????????W????????????????@?????????????????E?????????????????B?????????????????A?????????????????@O_????????????????EO?????????????????w,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??W?G??[?G??C?C??B?@???W?G??@??_??E?@???E?@???B_?_???O?G???F?@????G?K????o?G????o?G????W?C????F?@?????O?W????B_?_????B?@?????A?@?????B_?_?????[?G?????@O@??????B?C??????E?G??????E_G???????{C???????AN????????}G,0,0
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?G???o????@_????@??????_?????G?????@??????C??????G??????G??????C??????@?@?????W???????_??????@???????@?@??????_???????W???????B????????K????????W????????W????????G????????A?@???????o????????@?????????A?????????A?@???????B??????????W?????????A??????????G?C????????O??????????O??????????G??????????A???????????O?G????????@???????????A???????????A?@?????????B????????????O???????????A????????????G?C??????????O????????????W????????????K????????????B?????????????W?????????????_????????????@?@???????????B??????????????_?????????????G?G???????????@?@????????????K??????????????K??????????????G??????????????C?C????????????@???????????????G???????????????_?_????????????@?@?????????????@????????????????_?_?????????????G?G??????????????_???????????????B????????????????A????????????????B????????????????@_????????????????C?????????????????_G???????????????@_????????????????B_????????????????@??????????????????__????????????????KG?????????????????s,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@_?_?W?G?A?@??W?C??o?G??o?G??[?C??A?@???w?G??@??_??E?@???E?@???B_?_???O?G???E?@????[?C????O?G????o?G????W?C????E?@?????w?G????@??_????F?@?????A?B?????B_?_?????[?G?????@?@??????N?C??????C?W??????M?G??????BoC???????IF????????|G,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@_???B????A????@?C???O????E?????W?????_?????_?????O?????C??????_?????A??????C??????C??????B???????_??????C???????O?_?????_??????@_???????o???????K???????@_???????E????????K????????K????????C????????@?@???????G????????@_????????@_????????@??????????_?_???????G?????????@??????????C??????????G??????????G??????????C??????????@?@?????????K???????????_??????????@???????????@?@??????????_???????????K???????????@_???????????E????????????K????????????K????????????E?????????????_????????????C?G???????????O????????????@_?????????????o?????????????O?????????????C?G????????????_?????????????A??????????????C?G????????????C??????????????A???????????????_@?????????????E???????????????O???????????????o???????????????O???????????????K???????????????B????????????????K????????????????o????????????????o????????????????O????????????????[????????????????A?????????????????OG???????????????@?_???????????????A@????????????????A?????????????????@__????????????????S??????????????????L,y|eMID@WH_a@E@B?__GK@?oC@?GB?G@?C?o@?E?G?W?_?_@?@_@??o?_?K?G?@?@??M?C??K?G??G?G??M?C??@?@???W?G??@_?_??B_@???@?@???@_?_???W?G???B?@????K?C????[?G????K?G????C?C????B_@?????G?W????@o?_????@o@??????_@??????w?_?????E?G??????o@??????B_C??????B?W??????A_G???????{C???????Bb????????Lg,4,4
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?G???o????@_????@??????_?????G?????@??????C??????G?G????G??????C??????@???????W???????_??????@???????@?@??????_???????W???????B????????K????????W????????G????????C?C??????B?????????W????????@?????????A?????????A?@???????B??????????W?????????A??????????G?C????????O??????????O??????????G??????????A?@?????????O??????????@???????????A?@?????????A???????????B????????????O???????????A????????????G?C??????????O????????????W????????????K????????????B?????????????K?????????????o?????????????o?????????????_?????????????O?_???????????C?G???????????@_?????????????B??????????????C??????????????C?G????????????A???????????????_??????????????C?G?????????????O???????????????_@??????????????_???????????????G???????????????B????????????????G????????????????o???????????????@_????????????????o????????????????K????????????????B?????????????????[?????????????????_????????????????@@????????????????@@?????????????????__????????????????GG????????????????@P,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??O?G??o?G??[?C??A?@???w?G??@??_??E?@???E?@???B_?_???O?G???F?@????K?C????[?G????G?G????K?C????B_@?????G?G????@o?_????@?B?????B_@??????w?_?????C?G?????@o@??????B_C??????A?G??????F_G???????gK???????F`????????NW,4,4
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?G???o????@_????@??????_?????G?????@??????C??????G?G????G??????C??????@?@?????W???????_??????@???????@?@??????_???????W???????B????????K????????W????????G????????C?C??????B?????????G?????????_????????@?@???????B??????????o?????????G?????????@??????????C??????????G??????????G??????????C?C????????@???????????G???????????_?_????????B???????????@????????????_???????????G?G?????????@????????????K????????????W????????????W????????????K????????????@?????????????G?G??????????@_????????????@?????????????@?@????????????_?_???????????W?????????????@_?????????????C??????????????G??????????????G?G????????????C??????????????@?@?????????????G?G?????????????_??????????????@???????????????@?@??????????????O???????????????E????????????????O???????????????B????????????????B?????????????????_????????????????OC???????????????K?????????????????o????????????????B_????????????????A?????????????????A?????????????????@__????????????????Go????????????????@g,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??W?G??[?G??C?C??B_@???G?G??@_?_??B?@???B_@????_?_???[?G???@?@????K?C????W?G????W?G????M?C????@?@?????[?G?????_@_????B?@?????B?@?????@o?_?????M?G??????_@??????E?C??????K?G??????N?G??????@O[???????KX???????@{G,4,4
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@_???B????A????@?C???O????E?????G?????O?????O?????G?????A??????O?????@??????A??????B??????@???????O??????A?G?????W???????o???????o???????W???????E????????o???????B????????C????????C?G??????A????????@_????????C?????????O?????????_?????????_?????????O?????????C??????????_?????????A??????????C?G????????E??????????A???????????_??????????C?G?????????o??????????@_??????????@_???????????o???????????K???????????@_???????????E????????????C????????????C?G??????????A????????????@_????????????C?????????????O?_???????????_?????????????_?????????????O?????????????C?G????????????_?????????????A??????????????C?G????????????E??????????????A???????????????_@?????????????C?G?????????????W???????????????o???????????????o???????????????K???????????????B????????????????K????????????????O????????????????O????????????????OG???????????????G????????????????A@????????????????OG???????????????@?????????????????B@????????????????B??????????????????o?????????????????B??????????????????F,y|eMID@WH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???M?G???O?_??@_@???@_@????o?_???K?G???@o@????B?C????C?G????K?G????E?C????@_@?????M?G?????O?_????@o@??????o@??????W?_?????F?G??????WB??????@_C??????B_G??????@oG???????[C???????BX????????Bw,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?G???o?????_?????_?????O?????C??????_?????A??????C??????C??????A??????@_??????C???????O???????_@?????@_???????o???????K???????@_???????E????????G????????G?G??????K????????B?????????O????????@?????????A?@???????E?????????@??????????O?G???????A??????????G??????????O??????????O?G????????G??????????A???????????O??????????@??_????????A???????????E???????????@????????????O???????????A?@??????????K????????????W????????????W????????????E????????????@_????????????K?????????????W?????????????_?????????????_@????????????O?_???????????K??????????????_?????????????A?C????????????C??????????????C??????????????A?C?????????????_??????????????C???????????????O?_?????????????_???????????????O???????????????G?_?????????????A?G??????????????W???????????????@_???????????????@_???????????????@_????????????????W????????????????E?????????????????G?????????????????__???????????????@_?????????????????_?????????????????O_????????????????EG?????????????????[,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?G?G?B?@??K?C??O?G??o?G??[?C??A?@???o?G??B??_??E?@???F?@???@??_???w?G???B?@????K?C????[?G????G?G????K?C????B_@?????G?G????@_?_????B_@?????@o@??????O?_?????M?G??????oB??????B_C??????A?G??????F_G???????oK???????N@????????VW,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@_???B????A????@?C???O????E?????G?????O?????O?????G?????A??????O?????@??????A??????B??????@???????O??????A?G?????W???????o???????o???????W???????E????????o???????B????????C????????C?G??????A????????@_????????C?????????O?_???????_?????????_?????????O?????????C??????????_?????????A??????????C??????????E??????????A???????????_??????????C?G?????????W???????????o???????????o???????????W???????????E????????????o???????????B????????????C????????????C?G??????????A????????????@_????????????C?????????????O?_???????????_?????????????_?????????????O?????????????C?G????????????_?????????????A?C????????????C??????????????E??????????????A???????????????_@?????????????C?G?????????????W???????????????o???????????????o???????????????K???????????????@_???????????????K????????????????O????????????????O????????????????OG???????????????GC???????????????A?????????????????OG???????????????@?_???????????????B?????????????????B??????????????????W?????????????????@_?????????????????F,y|eMID@WH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@o@??B?C??C?G??K?G??E?C??@_@???M?G???O?_??@_@???@_@????o?_???K?G???@?@????M?C????K?G????G?G????K?C????B_@?????M?G?????O?_????@_@?????@o@??????[?_?????A?G??????w@??????@_K??????B?G??????BoG???????WK???????F`????????JW,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?G???o?????_?????_?????O?????C??????_?????A?C????C??????C??????A??????@_??????C???????O???????_@?????@_???????o???????K???????@_???????A????????C?G??????K????????E????????@?????????G?????????_?_??????B?????????@??????????_?????????G?????????@??????????C??????????G?G????????G??????????C??????????@?@?????????G??????????@_??????????@???????????@????????????_?_?????????W???????????B????????????K????????????W????????????K????????????E?????????????o????????????C?????????????O?_???????????_@???????????@_?????????????O?????????????C?G????????????_?????????????A??????????????C??????????????C?G????????????A???????????????_@?????????????C???????????????G???????????????O@??????????????O@??????????????K???????????????B????????????????W????????????????o????????????????o????????????????o????????????????C????????????????@@????????????????G?????????????????__???????????????@@????????????????@@?????????????????o?????????????????E??????????????????F,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@o@??O?_?K?G?@_@??C?C??W?G??[?G??C?C??B?@???W?G??@_?_??B_@???@?@???@o?_???K?G???@o@????A?C????K?G????M?G????A?C????@_@?????K?G?????o?_????@o@??????_@??????w?_?????F?G??????O@??????BoC??????@_W??????@oG???????[C???????Bp????????Dw,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?????o????@_????@??????_?????G?G???@??????C??????G?G????G??????C?C????@???????W??????@_??????A???????A???????@????????O?G?????E????????G????????O?G??????o????????G????????A?@???????W????????@?????????A?@???????A?????????@??_???????o?????????E??????????G??????????O??????????O?G????????G??????????A???????????O?G????????@???????????A?@?????????A???????????@_???????????G???????????@????????????C????????????G?G??????????W????????????C????????????@?@???????????W?????????????_????????????@?@???????????@_?????????????_?????????????G?G???????????@?@????????????K??????????????W??????????????G??????????????C?C????????????@?@?????????????G???????????????o???????????????_???????????????_@??????????????O?_?????????????A????????????????O???????????????@?C??????????????A?G??????????????@?????????????????_C???????????????W????????????????@?G???????????????B?????????????????E?????????????????@_?????????????????O?????????????????BG?????????????????M,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@o?_?G?G?B_@??C?C??W?G??W?G??K?C??A?@???o?G??B??_??E?@???F?@???@_?_???O?G???F?@????G?K????w?G????O?G????[?C????B_@?????G?G????@_?_????B?@?????B?@?????@o?_?????K?G?????@O@??????B_C??????BoG???????_w???????wC???????F`????????Kw,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?????o????@_????@??????_?????G?????@??????C??????G??????G??????C?C????@???????W??????@_??????A???????A???????@??_?????O???????E????????W????????o????????o????????W????????C?????????_?G??????B?????????C?????????C?@???????A??????????_?G???????K??????????W??????????_??????????_?G????????O??????????C???????????_??????????A???????????C?@?????????C???????????A??_?????????_???????????E????????????G????????????O????????????O?G??????????G????????????B?????????????W????????????@_????????????B?????????????@??????????????_?_???????????K?????????????@??????????????C?C????????????G?G????????????W??????????????E??????????????@???????????????G?G?????????????_??????????????@???????????????@?@??????????????_?_?????????????K????????????????_???????????????@????????????????B????????????????@?????????????????o????????????????K?????????????????O????????????????@__???????????????B?????????????????B_?????????????????o?????????????????E??????????????????J,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@_?_?W?G?A?@??[?C??O?G??o?G??W?C??E?@???_?G??F??_??C?@???K?@???E??_??@o?G???C?@????o?C???@o?G????_?G????w?C????C?B????@o?G????B_?_????A?@?????F?@?????@?@_?????w?G?????B_@??????C?C??????]?G??????D?W??????@wC???????DJ????????]G,3,2
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@????A?G??E????A?????_????C?????o????@_????@??????_?????G?????@??????C??????G?G????G??????C?C????@???????W??????@_??????A???????A???????@??_?????O???????E????????W????????o????????o????????G????????A?@???????W????????@?????????A?@???????A?????????@??_???????o?????????B??????????G??????????O??????????O??????????G??????????A???????????O?G????????@???????????A?@?????????A???????????@_???????????G???????????@????????????C?C??????????G????????????W????????????K????????????B?????????????W?????????????_????????????@?@???????????@_?????????????_?????????????G?G???????????@?@????????????K??????????????K??????????????G??????????????C??????????????@?@?????????????G???????????????_?_????????????@?@?????????????@????????????????_?_?????????????G?G??????????????_???????????????B????????????????A????????????????E????????????????@_????????????????C?????????????????_G???????????????@_????????????????B_????????????????@??????????????????__????????????????KG?????????????????s,y|eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?_@?K?G?o?_@_@?@?@?@o?_?G?G?B_@??C?C??W?G??W?G??K?C??A?@???w?G??@??_??E?@???E?@???B_?_???O?G???F?@????G?C????w?G????O?G????[?C????B_@?????G?G????@o?_????@?B?????B?@?????@_?_?????[?G?????@o@??????A?C??????M?G??????F_G???????g[???????EH????????}G,4,5
112,~?@osP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_?????_@????o?????K?????@??????C??????G?G????G??????C?C????@???????K???????_??????@?@?????B????????_???????G???????@????????C????????W????????G????????C?C??????@_????????G?????????_?_??????@?????????@??????????_?_???????G?G???????B??????????K??????????W??????????O??????????G??????????A?@?????????O??????????@??_????????A???????????B???????????@????????????O?G?????????@????????????C????????????G????????????G?G??????????C????????????B?????????????G?????????????_?_??????????@_????????????@??????????????_?_???????????G?G???????????@_?????????????E??????????????K??????????????E??????????????A???????????????o??????????????A???????????????G?_?????????????O???????????????G???????????????C?_?????????????@????????????????G@???????????????_C??????????????@????????????????B?????????????????_C???????????????K????????????????@_????????????????B?????????????????@_????????????????@O?????????????????G_????????????????AG?????????????????X,y|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B_@??C?C??[?G??K?G??C?C??B?@???[?G???_?_??B?@???B?@???@_?_???O?G???F?@????G?K????w?G????O?G????[?C????B?@?????O?G????Bo?_????@?B?????B?@?????@o?_?????K?G?????@O@??????B_C??????A?G??????F_G???????gK???????F`????????NW,4,5
112,~?@osP@@?PC?O`?@?@_?O?A??G??O??O??GC?E???_??A?_?C???K???C???@?G??W???@????A?G??A????@?????O????B?????G?????O?????O?????G?????A??????O@????@??????A?G????E??????B???????_??????C?G?????O??????@_??????@_???????_???????G?G?????B????????C????????G?G??????G????????C????????@?????????G?????????o????????@?????????@??????????_?????????G?G???????@??????????C??????????G?G????????G??????????C?C????????B???????????W??????????@_??????????B???????????@???????????@_???????????W???????????@????????????C?C??????????W????????????G????????????C?C??????????@?????????????G?????????????_?_??????????@?????????????@_?????????????_?????????????G?????????????@?@????????????C?C????????????G??????????????K??????????????A???????????????_@?????????????K???????????????W???????????????o???????????????O???????????????W???????????????@????????????????G@??????????????@_???????????????@?G??????????????@?????????????????_????????????????G@???????????????@_G???????????????C?????????????????K?????????????????D??????????????????__????????????????X??????????????????Y,y|eMID@WH_a@E@A?`_GK@?oC@_G@?G@_C?W@?B?G?G?_?w@??O@??W?_?E?G??o@??B?C??E?G??C?G??E?C??@_@???K?G???o?_??@?@???B_@????_@_???W?G???B?@????K?C????W?G????[?G????C?C????B?@?????W?G????@o?_????@_@?????@O@??????W?_?????E?G??????w@??????@oC??????@?w??????B?G??????@wC???????FB????????Xg,3,2
112,~?@osP@@?OC?O`?@?@_?O?A??W??_??_??O??C??@_??C???G@??G???K???A????O???@????E????C????A?C??@_????G?????_?_??@?????@_?????_?????G?????@?@????K??????W??????O??????G??????A?@?????O??????@??_????A???????B???????@????????O?G?????A????????W????????O????????O????????G????????A?@???????o????????@?????????A?@???????B?????????@??????????O?G???????A??????????K??????????O??????????O?G????????G?C????????E???????????o??????????@???????????A???????????A?@?????????@????????????O?G?????????A????????????K????????????W????????????G????????????A?????????????_????????????C?????????????O?_??????????@_?????????????_?????????????O?_???????????E??????????????_?????????????A?C????????????E??????????????E??????????????B???????????????o??????????????A???????????????G?_?????????????O@??????????????O???????????????G?_?????????????A?G??????????????W????????????????_???????????????@????????????????@?G???????????????_C???????????????C?????????????????_G???????????????@?????????????????B@????????????????B??????????????????W?????????????????B??????????????????F,y|eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?K?G?o?_@?@?B?@?@_?_?O?G?F?@??G?C??w?G??O?G??[?C??B?@???W?G??@??_??E?@???F?@???@??_???o?G???F?@????G?C????w?G????O?G????[?C????A?@?????w?G????@o?_????@?@?????Bo@??????O@_?????K?G?????@o@??????B_C??????A?G??????F?G??????@wC???????DF????????^G,4,4
112,~?@osP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_?????_@????o?????K?????@??????C??????G??????G??????C?C????@???????K???????_??????@?@?????B????????_???????G???????@????????C?C??????W????????W????????G????????A?@???????W????????@?????????A?@???????A?????????@??????????O?G???????A?@????????W??????????o??????????O??????????G??????????A???????????O?G????????@???????????A?@?????????A???????????@_???????????O???????????A?@??????????C????????????G????????????G????????????C?C??????????B?????????????W?????????????_????????????@?@???????????@_?????????????_?????????????G?G???????????@?@????????????E??????????????K??????????????K??????????????A???????????????_@?????????????C???????????????O?_?????????????_???????????????_@??????????????O?_?????????????A????????????????O@??????????????@????????????????A?G??????????????A?G??????????????@_????????????????G????????????????@?G???????????????B?????????????????B??????????????????_?????????????????W_????????????????B??????????????????L,y|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@_?_?W?G?A?@??[?C??O?G??w?G??K?C??A?@???o?G??B_?_??A?@???E?@???B_?_???O?G???E?@????[?C????O?G????w?G????G?C????F?@?????W?G????@??_????F_@?????@?B?????@_?_?????[?G?????@_@??????F?C??????C?W??????M?G??????BoC???????IF????????|G,4,5
112,~?@osP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_?????_@????o?????K?????@??????C??????G?G????G??????C??????@???????K???????_??????@?@?????B????????_???????G???????@????????C?C??????W????????G????????C?C??????B?????????W????????@?????????A?@???????A?????????@??????????O?G???????A?@????????W??????????o??????????O??????????G??????????A?@?????????O??????????@??_????????A???????????A???????????@_???????????O???????????A?@??????????C????????????G????????????G????????????C?C??????????B?????????????G?????????????_?_??????????@_????????????@_?????????????_?????????????G?G???????????@?@????????????E??????????????K??????????????K??????????????A???????????????o??????????????A???????????????G?_?????????????O???????????????O@??????????????C???????????????@?G??????????????G????????????????_C??????????????@?G??????????????B?????????????????_C???????????????K?????????????????o????????????????@_?????????????????_?????????????????P?????????????????G_????????????????AG?????????????????X,y|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??O?G??w?G??K?C??A?@???o?G??B_?_??A?@???E?@???B_?_???O?G???F?@????G?K????w?G????W?G????G?C????F?@?????W?G????@??_????F_@?????@?B?????@_?_?????[?G?????@O@??????B_C??????B?G??????BoG???????SK???????Bp????????FW,0,0
112,~?@osP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_?????_@????o?????K?????@??????C??????G?G????G??????C??????@???????K???????_??????@?@?????B????????_???????G???????@????????C?C??????W????????G????????C?C??????B?????????W????????@?????????A?@???????A?????????@??????????O?G???????A?@????????W??????????o??????????O??????????G??????????A?@?????????O??????????@??_????????A???????????A???????????@_???????????O???????????A?@??????????C????????????G????????????G????????????C?C??????????B?????????????G?????????????_?_??????????@_????????????@_?????????????_?????????????G?G???????????@?@????????????E??????????????K??????????????K??????????????A???????????????_@?????????????C?G?????????????O???????????????_@??????????????_???????????????O?_?????????????A????????????????O@??????????????@????????????????A?G??????????????A?G???????????????_????????????????G@???????????????@_????????????????B?????????????????B??????????????????o?????????????????K?????????????????@G?????????????????L,y|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B?@??K?C??O?G??w?G??K?C??A?@???o?G??B_?_??A?@???E?@???B_?_???O?G???F?@????G?C????w?G????W?G????G?C????F?@?????W?G????@??_????F_@?????@?B?????@_?_?????[?G?????@o@??????A?C??????M?G??????E?W??????BoC???????IJ????????}G,4,4
112,~?@osP@H?OC?O`?@??_?G?B??G??O??O??G??E???_??A?_?K???G???C???@????W???@????A?G??E????A?????_@???C?????O?????_?????_@????o?????K?????@??????C??????G?G????G??????C?C????@???????K???????_??????@?@?????B????????_???????G???????@????????C?C??????W????????G????????C?C??????@_????????G?????????_?_??????@?????????@??????????_?????????G?G???????B??????????K??????????G??????????G??????????C?C????????@???????????G?G?????????_??????????@_??????????@????????????_?_?????????W???????????@????????????C????????????G????????????G?G??????????K????????????@?????????????G?G???????????o????????????@?????????????@?@????????????_?_???????????G?????????????@?@????????????C?C????????????W??????????????W??????????????C??????????????@?@?????????????G?G?????????????_??????????????@?@?????????????@?@??????????????O???????????????C?G??????????????O???????????????@????????????????A?G??????????????A?G???????????????_????????????????G@????????????????o????????????????@_????????????????B??????????????????o?????????????????K?????????????????@G?????????????????L,y|eMID`GH_a@E@A?`_GG@@_CB?GA?GB?C?o@?C?G?o?_@_@?@?@?@o?_?G?G?B_@??C?C??[?G??K?G??C?C??B?@???[?G???_?_??B?@???B_@????_?_???[?G???@?@????M?C????G?G????[?G????E?C????@?@?????W?G????@o?_????@?@?????B?@?????@o?_?????M?G??????_@??????F?C??????F_G??????@?w??????@wC???????CR???????@{G,4,5
