n_c,fullerene_g6,dual_g6,depth_fullerene,depth_dual
118,~?@usP@@?OE?O?_@_?_?GGB??G??O??O??W??C???_??A???C???C???A???@_???K????_???@????@????@_????W????A?????G?_???o?????o?????O?????C??????_@????A??????K??????K??????C??????@???????G???????_?_????@???????@????????_???????G???????B????????E????????G????????G????????C????????@?????????W????????@_????????@?????????@?@???????@_?????????W?????????B??????????G??????????O??????????O?G????????G??????????E???????????o??????????B???????????C???????????C???????????A??_?????????_?G?????????C????????????O????????????_????????????_?G??????????O????????????K?????????????o????????????A?????????????C?@???????????C?????????????A??????????????_?????????????K??????????????G??????????????O?G????????????o??????????????W??????????????B???????????????O??????????????@_??????????????@???????????????@_???????????????o???????????????K???????????????@????????????????E?C??????????????C????????????????C?G??????????????A?????????????????_@???????????????C?????????????????w?????????????????_A????????????????_@????????????????O?????????????????C?G????????????????g??????????????????o??????????????????o??????????????????E??????????????????@_??????????????????H??????????????????@g,||fIID`GH_a@E@A?`_GK@?_CB?GA?GB_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??G?G??W?G??K?C??B_@???G?G??@_?_??B?@???B?@???@??_???w?G???A?B????W?C????o?G????o?G????W?C????C?@????@o?G????B_?_????A?@?????E?@?????B_?_?????W?G?????A_@??????F?C??????E?G??????E?G??????B?C???????{@???????@_W???????F?_???????F`????????@v,4,5
118,~?@usP@@?OC?O`?@?@_?O?A@?W??_??_??O??C@?@_??C???G???G???C???@????G???@_???A????A?G??@?????O????A?????W?????o?????_?????O?_???K?????@_?????C??????G??????G?G????C??????@?@?????W??????@_??????A???????A???????@????????O?G?????A????????G????????O????????O????????W????????A?????????O?G??????@?????????A?@???????A?????????@??????????o?????????E??????????G??????????O?G????????o??????????W??????????E???????????_??????????A??_????????C?@?????????C???????????A??_?????????o???????????E????????????O????????????_????????????_?G??????????O?C??????????C?????????????_????????????A?????????????C?@???????????C?????????????@??????????????O?G???????????A??????????????G?C????????????O??????????????O??????????????W??????????????@???????????????G?G????????????@_??????????????B???????????????@_???????????????o???????????????C????????????????_@??????????????B????????????????E????????????????C????????????????B?C???????????????O????????????????A?G???????????????G?????????????????O@????????????????W?????????????????C?????????????????@?G????????????????G@?????????????????g??????????????????W??????????????????K??????????????????AC??????????????????W??????????????????@W,||eMID@WH?e@C@E?`?GW@@_CB?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??W?G??K?C??A?@???o?G??B??_??F?@???A?@???B??_???o?G???E?@????[?C????O?G????o?G????[?C????B?@?????W?G????@??_????F?@?????B_@??????_?_?????W?G?????B_@??????F?C??????E?G??????F?G??????@_C???????W@???????BoG???????B@_???????F`????????@z,4,4
118,~?@usP@@?OE?O?_@_?_?GGB??G??O??O??W??C???_??A???C???C???A???@_???K????_???@????@????@_????W????A?????G?_???o?????o?????O?????C??????_@????A??????K??????K??????C??????@???????G???????_?_????@???????@????????_???????G???????B????????E????????G????????G????????C????????@?????????W????????@_????????@?????????@?@???????@_?????????W?????????B??????????G??????????O?G????????O?G????????G??????????E???????????o??????????B???????????C???????????C???????????A??_?????????_?G?????????C????????????O????????????_????????????_?G??????????O????????????B?????????????O????????????@?????????????A?@???????????A?????????????@??????????????o?????????????@??????????????C?C????????????W??????????????W??????????????E??????????????@_??????????????C???????????????o???????????????o???????????????o???????????????O???????????????E?G??????????????O???????????????@????????????????A????????????????A?G??????????????@_????????????????O????????????????A?????????????????G?_???????????????O@????????????????S?????????????????E?????????????????@_?????????????????E??????????????????GC?????????????????o??????????????????K??????????????????A???????????????????h??????????????????@o,||fIID`GH_a@E@A?`_GK@?_CB?GA?GB_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??G?G??W?G??K?C??B_@???G?G??@_?_??B?@???B?@???@o?_???G?G???B?@????K?C????W?G????W?G????G?C????F?@?????[?G?????_?_????B?@?????B_@??????w?_?????C?G?????@_@??????F?C??????E?G??????E?G??????BoC???????GB???????B?G???????N?_???????EF????????Fh,4,5
118,~?@usP@@?OE?O?_@_?_?GGB??G??O??O??W??C???_??A???C???C???A???@_???K????_???@????@????@_????W????A?????G?_???o?????o?????O?????C??????_@????A??????K??????K??????C??????@???????G???????_?_????@???????@????????_???????G???????B????????E????????G????????G????????C?C??????@?????????W????????@_????????@?????????@?@???????@_?????????W?????????B??????????G??????????O??????????O?G????????G??????????E???????????W??????????@???????????A???????????A?@?????????@??_?????????O???????????A????????????G????????????O?G??????????O????????????W????????????B?????????????O????????????@?????????????A?@???????????A?????????????B??????????????G?????????????@?@????????????K??????????????W??????????????K??????????????C??????????????@_??????????????C???????????????o???????????????o???????????????_???????????????W???????????????A????????????????O@??????????????@????????????????A?G??????????????A????????????????B_????????????????O????????????????A?G???????????????G?_???????????????O?????????????????o?????????????????G?_???????????????B??????????????????K??????????????????g??????????????????K??????????????????I??????????????????@C??????????????????P??????????????????BG,||fIID`GH_a@E@A?`_GK@?_CB?GA?GB_C?O@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??G?G??W?G??K?C??B_@???G?G??@_?_??B?@???B?@???@??_???w?G???A?B????W?C????w?G????W?G????G?C????F?@?????[?G?????_?_????B?@?????B_@??????o?_?????I?G??????o@??????B_C??????B?G??????A?G??????BoC???????KB???????@oG???????B?_???????F`????????@n,4,4
118,~?@usP@@?OC?O`?@?@_?O?A@?W??_??_??O??C??@_??C???G@??G???C???@????G???@_???A????A?G??B?????_????C?????O?????o?????_?????O?_???K?????@_?????C??????G??????G?G????C??????@???????G?G????@_??????B???????A???????@??_?????O???????A????????G????????O????????O????????W????????A?????????O?G??????B?????????A?????????A?????????@??_???????O?????????B??????????G??????????O?G????????o??????????W??????????E???????????_??????????A??_????????C?@?????????C???????????A????????????_?G?????????K????????????W????????????o????????????O????????????G????????????A?@???????????O????????????@?????????????A?????????????@??????????????_?_???????????W?????????????@??????????????C??????????????G?G????????????K??????????????C??????????????@?@?????????????K???????????????o??????????????@_??????????????@_???????????????O???????????????C?G??????????????_@??????????????E????????????????E????????????????A????????????????@?????????????????O@???????????????A?G???????????????G?????????????????O@????????????????O@????????????????C?????????????????@??????????????????K@?????????????????_?????????????????@?G?????????????????o??????????????????E??????????????????@g??????????????????@o,||eMID@WH?e@C@E?`?GW@@?CE?GE?GB?C?_@?M?G?O?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??W?G??K?C??B?@???W?G??@??_??F?@???A?@???B??_???o?G???E?@????[?C????O?G????o?G????W?C????E?@?????w?G????@o?_????@?@?????B_@??????o?_?????K?G?????@_@??????F?C??????C?W??????M?G??????B?C???????{@???????@?W???????M?_???????M`????????@v,4,5
118,~?@usP@@?OC?O`?@@@_?O?A@?W??_??_??O??C???_??A???C???C???A????_???K????_???@?G??B????@?????O@???E?????W?????_?????_@????o?????K?????@??????C??????G?G????G??????C??????@?@?????G???????_?_????@???????@????????_???????G???????@????????C????????W????????G????????C?C??????B?????????G?????????_?_??????@_????????@_?????????_?????????G?G???????B??????????K??????????W??????????O??????????G??????????A?@?????????O??????????@???????????A?@?????????A???????????@??_?????????O???????????A?@??????????G????????????O????????????O?G??????????G????????????A?@???????????o????????????@?????????????A?@???????????E?????????????@??????????????O?G???????????B??????????????C??????????????G?G????????????W??????????????E???????????????_??????????????C???????????????O?_?????????????_???????????????_@??????????????O?_?????????????C????????????????_@??????????????A?C??????????????C????????????????C????????????????A?C???????????????_@???????????????K?????????????????O?????????????????_@????????????????O?????????????????G?_???????????????@?G????????????????G@????????????????@_??????????????????_G?????????????????o??????????????????K???????????????????P??????????????????@g,||eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??[?G??E?C??@_@???G?G??@o?_??@?@???B?@???@_?_???W?G???A?@????[?C????O?G????o?G????W?C????F?@?????W?G????@_?_????B_@?????@?@?????@o?_?????M?G??????_@??????F?C??????C?W??????M?G??????B_C???????W@???????B_G???????Cg_???????]@????????@},4,5
118,~?@usP@@?OC?O`?@@@_?O?A@?W??_??_??O??C???_??A???C???C???A????_???K????_???@?G??B????@?????O@???E?????W?????_?????_@????o?????K?????@??????C??????G?G????G??????C??????@?@?????G???????_??????@???????@?@??????_???????G???????@????????C????????W????????G????????C?C??????B?????????G?????????_?_??????B?????????B??????????_?????????G?G???????B??????????K??????????W??????????O??????????G?C????????A?@?????????O??????????@???????????A?@?????????A???????????@????????????O?G?????????A?@??????????G????????????O????????????O????????????G????????????A?????????????G?????????????_?_??????????B?????????????@??????????????_?_???????????W??????????????_?????????????A?C????????????K??????????????K??????????????E??????????????@_??????????????K???????????????O???????????????_???????????????_@??????????????O???????????????E????????????????O???????????????@?C??????????????A????????????????A?G??????????????@?????????????????O@???????????????A?G???????????????W?????????????????W?????????????????W?????????????????C?_???????????????@_?????????????????E??????????????????C??????????????????GG?????????????????GG?????????????????AC??????????????????`??????????????????EG,||eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??[?G??C?C??B?@???W?G??@o?_??@?@???B?@???@_?_???W?G???B_@????C?C????W?G????W?G????M?C????@?@?????[?G?????w?_?????_@?????@_@??????o?_?????K?G?????@o@??????A?K??????K?G??????K?G??????F?C???????_B???????N?G???????K@_???????\@????????Bj,4,5
118,~?@usP@@?OC?O`?@@@_?O?A@?W??_??_??O??C???_??A???C???C???A????_???K????_???@?G??B????@?????O@???E?????W?????_?????_@????o?????K?????@??????C??????G?G????G??????C??????@???????G???????_??????@???????@?@??????_???????G???????@????????C????????W????????G????????C?C??????B?????????W????????@?????????A?@???????E?????????B??????????O?????????A?@????????W??????????o??????????o??????????O??????????C?@?????????_?G????????A???????????C???????????C???????????A??_?????????_???????????C????????????O?C??????????_?G??????????_????????????O????????????C?????????????_?G??????????A?????????????A?????????????A?@???????????B??????????????o?????????????A??????????????G?C????????????o??????????????G??????????????C?C????????????B???????????????W???????????????o??????????????@_???????????????_???????????????O???????????????C????????????????_@??????????????A????????????????E?G??????????????A????????????????@?????????????????O????????????????A?G???????????????G?_???????????????O@????????????????o?????????????????W?????????????????A??????????????????S@?????????????????o?????????????????@_??????????????????GG?????????????????CC?????????????????@_??????????????????AW,||eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??O?G??[?C??A?@???o?G??B??_??F?@???A?@???B??_???o?G???E?@????[?C????O?G????o?G????W?C????E?@?????w?G????@??_????F?@?????B_@??????_?_?????W?G?????B_@??????F?C??????C?w??????K?G??????E?C??????@_@???????M?G???????]?_???????GN????????Xp,4,5
118,~?@usP@@?OC?O`?@@@_?O?A@?W??_??_??O??C???_??A???C???C???A????_???K????_???@?G??B????@?????O@???E?????W?????_?????_@????o?????K?????@??????C??????G?G????G??????C??????@?@?????G???????_??????@???????@?@??????_???????G???????@????????C????????W????????G????????C?C??????B?????????G?????????_?_??????B?????????B??????????_?????????G?G???????B??????????K??????????W??????????O??????????G?C????????A?@?????????O??????????@???????????A?@?????????A???????????@????????????O?G?????????A?@??????????G????????????O????????????O????????????G?C??????????A?????????????G?????????????_?_??????????B?????????????@??????????????_?_???????????W??????????????_?????????????A?C????????????K??????????????K??????????????B???????????????o??????????????A???????????????G???????????????O@??????????????O???????????????K???????????????@????????????????G????????????????_???????????????@?G??????????????@?????????????????_C???????????????W????????????????@_????????????????E?????????????????C@????????????????K?????????????????E??????????????????o?????????????????A??????????????????GC?????????????????OG?????????????????GG?????????????????CC?????????????????@_??????????????????CW,||eMID@WH?e@C@E?`?GW@@?CF?GA?GB?C?_@?M?G?O?_@_@?@_@??_?_?[?G?@?@??K?C??W?G??[?G??C?C??B?@???W?G??@o?_??@?@???B?@???@_?_???W?G???B_@????C?C????W?G????W?G????M?C????@?@?????[?G?????w?_?????_@?????@_@??????w?_?????F?G??????O@??????B?C??????E?G??????F?G??????@?K???????{@???????@?W???????K__???????]@????????FU,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??GC?E???_??A???C@??K???C???@?G??W???@????A?G??A????@?????O????E?????G?????O?????O?????G?????A??????O?????@??????A?G????E??????B???????_??????C???????O?_????@_??????@_???????o???????K???????@_???????E????????C????????C????????A?????????_????????K?????????O?????????_?????????_?????????O?????????C??????????_?????????A??????????C?G????????K??????????E??????????@_??????????G???????????_?_????????@?@?????????B???????????@_???????????W???????????B????????????K????????????W????????????G????????????C?C??????????@?????????????G?????????????_?????????????_?????????????_@????????????O?????????????C??????????????_?????????????A??????????????C??????????????C?G????????????B???????????????o??????????????E???????????????W???????????????W???????????????W???????????????K???????????????B????????????????W????????????????_???????????????@?G??????????????@?????????????????_????????????????G@???????????????@?G???????????????C?????????????????G?????????????????G@????????????????E??????????????????o?????????????????E??????????????????E??????????????????K??????????????????E??????????????????@C??????????????????W??????????????????@W,||eMID@WH_a@E@A?`_GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?E?G??o@??B?C??C?G??K?G??E?C??@_@???M?G???O?_??@_@???@_@????o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????M?G?????O?_????@_@?????@_@??????o?_?????M?G??????o@??????B?C??????E?G??????F?G??????@oC???????G@???????B_G???????F__???????BF????????Bx,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??GC?E???_??A???C@??K???C???@?G??W???@????A?G??A????@?????O????E?????G?????O?????O?????G?????A??????O@????@??????A?G????E??????B???????_??????C???????O?_????@_??????@_???????_???????G?G?????B????????C????????G?G??????G????????C????????@?????????G????????@_????????@?????????@??????????_?????????G?????????@??????????C?C????????G?G????????G??????????C?C????????B???????????W??????????@_??????????A???????????A?@?????????@??_?????????o???????????E????????????W????????????_????????????_?G??????????G????????????A?@???????????O????????????@?????????????A?@???????????A?????????????@??????????????G?????????????@?@????????????C??????????????G??????????????G??????????????E???????????????_??????????????C?G?????????????o???????????????o???????????????o???????????????W???????????????B????????????????W???????????????@_???????????????A????????????????B?G???????????????_????????????????G????????????????@?G???????????????C?????????????????G@????????????????G@????????????????C?????????????????@??????????????????I@?????????????????W??????????????????W??????????????????E??????????????????B???????????????????H??????????????????@g,||eMID@WH_a@E@A?`_GK@?oC@?GB?G@_C?W@?B?G?G?_?w@??O@??W?_?E?G??o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@o@????_@????o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????K?G?????o?_????@o@??????o@??????W?_?????F?G??????W@??????@_C??????B_G??????@_G???????oC???????M@????????oW???????B__???????Bp?????????v,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??GC?E???_??A???C@??K???C???@?G??W???@????A?G??A????@?????O????E?????G?????O?????O?????G?????A??????O@????@??????A?G????E??????B???????_??????C???????O?_????@_??????@_???????o???????K????????_???????A?C??????C????????C????????A?????????_????????K?????????O?????????_?????????_?????????O?????????C??????????_@????????A??????????C?G????????K??????????E??????????@_??????????G???????????_?_????????@?@?????????B???????????@_???????????W???????????B????????????C????????????G?G??????????G????????????C????????????@?@???????????G?????????????_?????????????_?????????????_@????????????O?????????????C??????????????_?????????????A?C????????????C??????????????C?G????????????E???????????????o??????????????E???????????????W???????????????W???????????????W???????????????K???????????????@????????????????G@???????????????_???????????????@?G??????????????@?G???????????????_????????????????G????????????????@?G???????????????C?????????????????K?????????????????C?????????????????A?_????????????????W?????????????????B??????????????????E??????????????????K??????????????????CG?????????????????B???????????????????P??????????????????Ag,||eMID@WH_a@E@A?`_GK@?oC@?GB?G@_C?W@?B?G?G?_?w@??O@??W?_?E?G??o@??B?C??C?G??K?G??E?C??@_@???M?G???O?_??@o@????_@????o?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????M?G?????O?_????@o@??????_B??????o?_?????K?G?????@o@??????B?C??????E?G??????F?G??????@oC???????I@????????oG???????Bo_???????@b????????@|,4,4
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C???K???C???@?G??W???@_???B????A????@?????O????E?????W?????_?????_?????O?????C??????_@????A??????C??????C??????E??????@_??????G???????_??????@?@?????@???????@_???????W???????A????????G?C??????W????????W????????K????????A?????????O????????@?????????A?@???????E?????????@_?????????O?????????A??????????G??????????O??????????O??????????G?C????????A?@?????????O??????????@???????????E???????????E???????????@????????????O???????????A?@??????????G????????????o????????????o????????????W????????????C?????????????_?G??????????@_????????????B?????????????A?????????????@??????????????O?????????????A?@????????????W??????????????W??????????????O??????????????G?C????????????A???????????????O??????????????@???????????????B???????????????@?@??????????????_???????????????W???????????????B????????????????C????????????????K????????????????C????????????????B?????????????????o????????????????E?????????????????U?????????????????GA????????????????G?????????????????C?????????????????@?G????????????????[??????????????????_G????????????????@?G????????????????@???????????????????KC?????????????????B???????????????????@g,||eMID@WH_a@E@B?__GK@?oC@?GB?G@?C?o@?E?G?W?_?o@??o@??W?_?C?G?@_@??E?C??K?G??G?G??M?C??@?@???W?G??@_?_??B?@???B?@???@o?_???K?G???@?@????K?C????W?G????[?G????C?C????B_@?????G?W????@_?_????B?@?????B?@?????@_?_?????]?G??????_B??????E?C??????K?G??????M?G??????A_C???????[@???????@_G???????Eo_???????@b????????@|,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@_???B????A????@?????O????E?????G?????O?????O?????G?????A?G????O?????@??????A??????E??????B???????_??????C???????O?_????@_??????@_???????_???????G?G?????@_???????E????????K????????G????????C????????@?????????G????????@_????????@?????????@??????????_?????????G?????????@??????????C?C????????G?G????????G??????????C??????????B???????????W??????????@_??????????A???????????A?@?????????@??_?????????o???????????E????????????W????????????_????????????_?G??????????K????????????B?????????????O????????????@?????????????A?@???????????A?????????????@??????????????G?????????????@?@????????????C??????????????G??????????????G??????????????E???????????????_??????????????C?G?????????????o???????????????o???????????????o???????????????W???????????????B????????????????W???????????????@_???????????????A????????????????B?G???????????????_????????????????G????????????????@?G???????????????C?????????????????G@????????????????G@????????????????C?????????????????@??????????????????I@?????????????????W??????????????????W??????????????????E??????????????????B???????????????????H??????????????????@g,||eMID@WH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?K?_?W@??W@??G?_?E?G??o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@o@????o@????O?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????K?G?????o?_????@o@??????o@??????W?_?????F?G??????W@??????@_C??????B_G??????@_G???????oC???????M@????????oW???????B__???????Bp?????????v,4,4
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@_???B????A????@?????O????E?????G?????O?????O?????G?????A?G????O?????@??????A??????E??????B???????_??????C???????O?_????@_??????@_???????_???????G?G?????@_???????E????????K????????G????????C????????@?????????G????????@_????????@?????????@??????????_?????????G?????????@??????????C?C????????G?G????????G??????????C??????????B???????????W??????????@_??????????A???????????A?@?????????@??_?????????o???????????E????????????W????????????_????????????_?G??????????K????????????B?????????????O????????????@?????????????A?????????????A?????????????@??????????????G?????????????@?@????????????C??????????????G??????????????G??????????????E???????????????_@?????????????C???????????????o??????????????@_??????????????@_???????????????o???????????????K????????????????o???????????????B????????????????E????????????????D_????????????????_????????????????G@???????????????@?????????????????C?_???????????????G?????????????????G@????????????????C?_???????????????@??????????????????I??????????????????K??????????????????K??????????????????B??????????????????@_??????????????????H??????????????????@g,||eMID@WH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?K?_?W@??W@??G?_?E?G??o@??B?C??C?G??K?G??E?C??@_@???K?G???o?_??@o@????o@????O?_???K?G???@_@????E?C????K?G????K?G????E?C????@_@?????K?G?????o?_????@w@??????OB??????W?_?????E?G??????o@??????B?C??????E?G??????F?G??????@_C???????Y@????????wG???????@o_???????@x?????????^,0,0
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@_???B????A????@?????O????E?????G?????O?????O?????G?????A??????O?????@??????A??????E??????B???????_??????C???????O?_????@_??????@_???????_???????G?G?????B????????K????????W????????W????????G????????A?????????O????????@?????????E?????????A?????????@??????????O?????????A??????????G??????????O?G????????O??????????G?C????????A???????????O??????????B???????????E???????????E???????????A????????????_?G?????????C?@??????????o???????????@_???????????@_????????????_????????????G?@??????????@_????????????B?????????????E?????????????C?????????????A??????????????_?????????????C?@????????????O??????????????O??????????????O?G????????????G??????????????A???????????????O??????????????@???????????????A?@?????????????A?@?????????????@??_?????????????O???????????????E????????????????W????????????????W????????????????W????????????????E????????????????@_????????????????K?????????????????o?????????????????K@????????????????GC????????????????C?????????????????@??????????????????G@?????????????????_C????????????????@?G????????????????@???????????????????EC?????????????????@_??????????????????@g,||eMID@WH_a@E@B?__GK@?oC@?GB?G@_C?W@?B?G?G?_?o@??o@??W?_?C?G?@_@??E?C??K?G??G?G??K?C??B?@???W?G??@_?_??B?@???B?@???@o?_???K?G???@?@????K?C????W?G????W?G????K?C????B?@?????W?G????@_?_????B?@?????B?@?????@_?_?????]?G??????_F??????E?C??????K?G??????M?G??????B?C???????w@???????B?G???????Ko_???????@b????????@|,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?G???o?????_?????_?????O?????C??????_?????A??????C??????C??????A??????@_??????C???????O???????_@?????@_???????o???????G???????@?@??????K????????W????????W????????K????????B?????????O????????@?????????A?@???????E?????????@??????????O?G???????A??????????G??????????O??????????O??????????G?C????????A???????????O??????????@??_????????A???????????E???????????@????????????O???????????A?@??????????K????????????W????????????O????????????G?C??????????E?????????????W????????????@_????????????@_????????????@??????????????_?????????????G?G???????????B??????????????C??????????????G?G????????????G??????????????C??????????????@???????????????G???????????????_?_????????????@???????????????@?@??????????????_?_?????????????W???????????????@????????????????E????????????????E????????????????E????????????????B?????????????????o????????????????B?????????????????A?????????????????C?????????????????C@????????????????E??????????????????_G????????????????C@?????????????????O??????????????????_??????????????????oG?????????????????W??????????????????AW??????????????????BO,||eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@_@??o?_?K?G?@_@??C?C??W?G??[?G??C?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B?@????M?C????G?G????W?G????M?C????@?@?????W?G????@o?_????@_@?????@_@??????o?_?????G?G?????B_@??????F?C??????E?G??????F?G??????@?C???????{@???????@_W???????FA_???????Cx????????N@,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?????o?????_?????_?????O?????C??????_@????A??????C??????C??????A?C????@_??????K???????_??????@???????@?@?????@_???????W???????A????????G?C??????W????????O????????G?C??????E?????????O????????@?????????A?@???????A?????????B??????????O?????????A??????????G??????????O?G????????O??????????G?C????????A???????????O??????????@??_????????A?@?????????E???????????@_???????????O???????????A????????????G?C??????????o????????????o????????????G????????????A?@???????????W????????????@?????????????A?@???????????@??????????????_?????????????G?G???????????@?@????????????K??????????????G??????????????G??????????????C??????????????@?@?????????????G???????????????_?_????????????@???????????????@_???????????????o???????????????A????????????????W???????????????@_???????????????B????????????????@_????????????????W????????????????C?????????????????_G???????????????B?????????????????E?????????????????A?????????????????@??????????????????OG????????????????A@?????????????????GC?????????????????W??????????????????K??????????????????E???????????????????H??????????????????@g,||eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?o@??o@??O?_?K?G?@_@??E?C??K?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@_?_???W?G???A?@????[?C????W?G????[?G????E?C????@?@?????W?G????@_?_????B?@?????B_@??????o?_?????K?G?????@_@??????C?C??????[?G??????N?G??????@?[???????w@???????B?G???????N?_???????FB????????A\,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?????o?????_?????_?????O?????C??????_?????A?C????C??????C??????A?C????@_??????K???????_??????@???????@?@?????@_???????W???????A????????G?C??????o????????O????????G?C??????E?????????O????????@?????????A?@???????A?????????B??????????O?????????A??????????G?C????????O??????????O??????????G??????????A?@?????????O??????????@???????????A?@?????????E???????????@_???????????O???????????A????????????G?C??????????o????????????W????????????G????????????A?@???????????o????????????@_????????????B?????????????@??????????????_?????????????G?G???????????@?@????????????K??????????????G??????????????G??????????????C?C????????????@???????????????G???????????????_?_????????????@?@?????????????@????????????????_?_?????????????W????????????????_???????????????B????????????????E????????????????B????????????????@?????????????????O@???????????????@_????????????????A?????????????????E?????????????????E?????????????????@??????????????????OG????????????????A??????????????????K??????????????????GW?????????????????W??????????????????E???????????????????o???????????????????w,||eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???B?@????K?C????W?G????[?G????E?C????@?@?????W?G????@_?_????B_@?????@_@??????o?_?????M?G??????o@??????B?C??????F_G??????@?W??????@oC???????M@????????oG???????B__???????BR?????????|,4,5
118,~?@usP@@?PC?O`?@?@_?O?A??G??O??O??G??E???_??A???C@??K???C???@?G??W???@????A?G??E????A?????_????C?????o?????_?????_?????O?????C??????_?????A?C????C??????C??????A?C????@_??????K???????_??????@???????@?@?????@_???????W???????A????????G?C??????o????????O????????G?C??????E?????????O????????@?????????A?@???????A?????????B??????????O?????????A??????????G?C????????O??????????O??????????G??????????A?@?????????O??????????@??_????????A?@?????????E???????????@_???????????O???????????A????????????G?C??????????o????????????W????????????G????????????A?@???????????o????????????@?????????????A?@???????????@??????????????_?????????????G?G???????????@?@????????????K??????????????G??????????????G??????????????C?C????????????@?@?????????????G???????????????_??????????????@?@?????????????@_???????????????o???????????????A????????????????O???????????????@?C??????????????E????????????????@?????????????????_C???????????????W????????????????@?????????????????C?_???????????????K?????????????????K?????????????????A??????????????????oG????????????????A??????????????????K??????????????????K??????????????????C??????????????????Ac??????????????????W??????????????????@g,||eMID@WH_a@E@A?`_GG@@_CB?GA?GB?C?o@?E?G?W?_?_@?@o@??O?_?K?G?@_@??E?C??K?G??K?G??C?C??B?@???W?G??@_?_??B?@???B?@???@??_???w?G???A?@????[?C????W?G????[?G????E?C????@?@?????W?G????@_?_????B_@?????@_@??????o?_?????G?G?????B_@??????C?K??????[?G??????N?G??????@?[???????o@???????E?G???????]?_???????KF????????IX,4,5
